doi	fk_idx	cole_idx	date
nrrheum.2012.140	15.7	16.37	2012-08-14T00:00:00Z
nrneurol.2012.165	17.0	20.01	2012-08-14T00:00:00Z
nrneurol.2012.171	74.1	189.74	2012-08-14T00:00:00Z
nrneurol.2012.142	16.3	17.06	2012-07-10T00:00:00Z
nrendo.2011.153-c1	15.3	26.71	2012-07-10T00:00:00Z
nrendo.2012.116	16.2	23.31	2012-07-03T00:00:00Z
nrrheum.2012.110	21.5	16.66	2012-07-03T00:00:00Z
nrendo.2012.118	22.0	15.97	2012-07-03T00:00:00Z
nrrheum.2012.112	24.0	22.06	2012-07-10T00:00:00Z
nrneph.2012.132	12.1	15.54	2012-07-10T00:00:00Z
nrneurol.2012.131	17.0	18.63	2012-07-03T00:00:00Z
nrneurol.2012.129	74.1	189.74	2012-07-03T00:00:00Z
nrneurol.2012.133	15.8	20.18	2012-07-03T00:00:00Z
srep00482	16.5	27.25	2012-06-29T00:00:00Z
srep00465	15.8	26.09	2012-06-28T00:00:00Z
nclimate1374	17.3	28.34	2012-02-05T00:00:00Z
nclimate1418	18.9	27.84	2012-02-26T00:00:00Z
nclimate1390	17.3	30.49	2012-02-05T00:00:00Z
nclimate1388	15.9	26.79	2012-02-12T00:00:00Z
nclimate1375	19.0	31.48	2012-02-05T00:00:00Z
nclimate1413	20.2	34.55	2012-02-19T00:00:00Z
nclimate1415	19.1	29.97	2012-02-19T00:00:00Z
nclimate1417	17.0	28.59	2012-02-26T00:00:00Z
nclimate1385	19.2	29.0	2012-02-05T00:00:00Z
nclimate1419	20.7	33.86	2012-02-26T00:00:00Z
srep00911	15.3	26.13	2012-11-29T00:00:00Z
srep00909	14.1	25.49	2012-11-28T00:00:00Z
nclimate1604	23.7	40.25	2012-06-26T00:00:00Z
nclimate1606	14.6	18.96	2012-06-26T00:00:00Z
nclimate1612	17.8	30.57	2012-06-26T00:00:00Z
nclimate1578	27.3	42.05	2012-06-26T00:00:00Z
nclimate1474	74.1	185.86	2012-03-28T00:00:00Z
nclimate1475	74.1	185.86	2012-03-28T00:00:00Z
srep00760	17.3	24.58	2012-10-23T00:00:00Z
srep00328	18.2	30.43	2012-03-21T00:00:00Z
srep00766	18.5	31.71	2012-10-24T00:00:00Z
srep00763	18.6	29.97	2012-10-23T00:00:00Z
srep00767	16.8	30.54	2012-10-24T00:00:00Z
srep00769	16.5	25.74	2012-10-25T00:00:00Z
srep00442	17.5	28.29	2012-06-07T00:00:00Z
srep00446	15.9	24.64	2012-06-14T00:00:00Z
srep00450	19.1	32.63	2012-06-11T00:00:00Z
srep00452	15.8	25.51	2012-06-12T00:00:00Z
srep00456	17.4	30.03	2012-06-13T00:00:00Z
srep00458	16.8	28.34	2012-06-13T00:00:00Z
nchembio.768	17.3	28.34	2012-01-15T00:00:00Z
nchembio.772	20.2	35.37	2012-01-29T00:00:00Z
nrrheum.2012.22	16.6	18.11	2012-02-21T00:00:00Z
nphys2228	19.9	28.6	2012-02-02T00:00:00Z
nrendo.2011.153-c2	17.8	36.4	2012-07-10T00:00:00Z
nphys2321	21.0	38.5	2012-05-20T00:00:00Z
nphys2300	15.7	23.2	2012-05-06T00:00:00Z
nchembio.960	20.4	37.17	2012-05-20T00:00:00Z
nphys2318	19.8	33.57	2012-05-13T00:00:00Z
nphys2324	16.5	27.77	2012-05-20T00:00:00Z
nrrheum.2012.168	17.8	23.66	2012-10-02T00:00:00Z
nrneph.2012.216	17.0	30.04	2012-10-02T00:00:00Z
nrendo.2012.108	74.1	187.19	2012-06-26T00:00:00Z
nrneph.2012.120	25.3	42.11	2012-06-26T00:00:00Z
nrneurol.2012.121	17.8	17.29	2012-06-19T00:00:00Z
nphys2370	19.3	25.52	2012-06-29T00:00:00Z
nchembio.997	19.8	16.66	2012-05-17T00:00:00Z
nrendo.2012.183	16.0	19.14	2012-10-02T00:00:00Z
nrendo.2012.107	74.1	187.19	2012-06-26T00:00:00Z
nrendo.2012.111	18.5	18.45	2012-06-26T00:00:00Z
nrneurol.2012.120	74.1	189.74	2012-06-19T00:00:00Z
nphys2361	71.7	182.03	2012-06-29T00:00:00Z
nphys2363	71.7	182.03	2012-06-29T00:00:00Z
nrneph.2012.131	71.7	187.19	2012-06-26T00:00:00Z
nphys2369	17.9	15.79	2012-06-29T00:00:00Z
nchembio.926	17.1	28.63	2012-04-01T00:00:00Z
nrneurol.2012.75	14.9	16.88	2012-04-17T00:00:00Z
nrrheum.2012.67	22.1	23.21	2012-05-01T00:00:00Z
nrneph.2012.71	16.5	20.13	2012-04-17T00:00:00Z
nrneurol.2012.60	12.6	16.99	2012-04-17T00:00:00Z
nrneph.2012.69	15.6	17.4	2012-04-17T00:00:00Z
nchembio.946	13.1	46.4	2012-04-17T00:00:00Z
nphys2428	11.6	11.38	2012-09-03T00:00:00Z
nrneurol.2012.55	17.7	15.85	2012-04-10T00:00:00Z
nchembio.910	17.5	25.8	2012-03-04T00:00:00Z
nphys2292	13.9	34.73	2012-04-02T00:00:00Z
nrrheum.2012.45	22.5	24.14	2012-03-27T00:00:00Z
nrendo.2012.55	19.7	19.85	2012-04-10T00:00:00Z
nrrheum.2012.47	17.5	18.63	2012-04-03T00:00:00Z
nrrheum.2012.49	11.0	17.97	2012-04-03T00:00:00Z
nchembio.916	17.8	25.23	2012-03-18T00:00:00Z
nrrheum.2012.55	18.5	18.87	2012-04-10T00:00:00Z
nphys2411	15.0	13.87	2012-09-03T00:00:00Z
nrneph.2012.47	12.0	17.06	2012-03-27T00:00:00Z
nrneph.2012.51	16.3	17.53	2012-04-10T00:00:00Z
nphys2381	16.8	28.93	2012-08-01T00:00:00Z
nrneph.2012.146	20.5	22.75	2012-07-24T00:00:00Z
nphys2277	17.9	32.45	2012-04-01T00:00:00Z
nchembio.921	23.3	40.82	2012-03-25T00:00:00Z
nphys2272	14.7	27.12	2012-03-25T00:00:00Z
nphys2280	18.9	32.06	2012-04-08T00:00:00Z
nphys2278	16.9	29.85	2012-04-08T00:00:00Z
nrendo.2012.77	74.1	185.86	2012-05-22T00:00:00Z
nrendo.2012.79	74.1	185.86	2012-05-22T00:00:00Z
nrneurol.2012.95	18.3	17.29	2012-05-22T00:00:00Z
nphys2341	11.4	17.45	2012-05-30T00:00:00Z
nrendo.2012.80	20.2	15.15	2012-05-22T00:00:00Z
nrrheum.2012.82	24.9	23.68	2012-05-29T00:00:00Z
nrrheum.2012.154	14.0	21.97	2012-09-18T00:00:00Z
nrneph.2012.100	71.7	187.19	2012-05-22T00:00:00Z
nchembio.930	9.0	28.98	2012-03-16T00:00:00Z
nchembio.790	19.3	36.29	2012-02-12T00:00:00Z
nphys2240	27.3	42.05	2012-02-29T00:00:00Z
nchembio.928	15.1	41.52	2012-03-16T00:00:00Z
nphoton.2012.184	18.6	31.2	2012-07-31T00:00:00Z
nphoton.2012.202x	17.3	26.96	2012-07-31T00:00:00Z
nphoton.2012.177	20.7	22.98	2012-07-31T00:00:00Z
nphoton.2012.183	14.4	18.85	2012-07-31T00:00:00Z
nphoton.2012.185	20.2	18.86	2012-07-31T00:00:00Z
nphoton.2012.45	12.9	23.7	2012-02-29T00:00:00Z
nphoton.2012.47	17.8	31.44	2012-02-29T00:00:00Z
nphoton.2012.26	18.1	17.59	2012-02-29T00:00:00Z
nphoton.2012.42	15.5	27.27	2012-02-29T00:00:00Z
nphoton.2012.44	14.7	25.3	2012-02-29T00:00:00Z
nphoton.2012.46	22.2	41.05	2012-02-29T00:00:00Z
nphoton.2012.48	15.9	25.3	2012-02-29T00:00:00Z
nphoton.2012.41	15.9	25.3	2012-02-29T00:00:00Z
nphoton.2012.39	10.7	23.58	2012-02-29T00:00:00Z
nphoton.2012.43	17.8	29.76	2012-02-29T00:00:00Z
mi201297	17.6	28.35	2012-10-31T00:00:00Z
nphoton.2012.24	20.4	37.04	2012-03-11T00:00:00Z
nphoton.2012.34	16.9	31.24	2012-03-04T00:00:00Z
nphoton.2012.35	18.2	31.47	2012-03-04T00:00:00Z
nphoton.2011.351	14.6	18.09	2012-02-01T00:00:00Z
nphoton.2012.12	19.8	37.17	2012-02-01T00:00:00Z
nphoton.2012.14	15.5	68.9	2012-02-01T00:00:00Z
nphoton.2012.16	19.0	33.07	2012-02-01T00:00:00Z
nphoton.2012.20	15.5	31.44	2012-02-01T00:00:00Z
nphoton.2012.13	16.3	34.27	2012-02-01T00:00:00Z
nphoton.2012.15	15.1	28.55	2012-02-01T00:00:00Z
nphoton.2012.17	18.6	36.18	2012-02-01T00:00:00Z
nphoton.2012.19	24.1	49.04	2012-02-01T00:00:00Z
nphoton.2012.5	12.8	14.33	2012-02-01T00:00:00Z
nphoton.2011.353	17.1	27.02	2012-02-12T00:00:00Z
nphoton.2011.352	20.6	34.15	2012-02-05T00:00:00Z
nphoton.2011.354	23.8	49.68	2012-02-12T00:00:00Z
nphoton.2012.23	17.9	31.25	2012-02-26T00:00:00Z
nphoton.2012.10	19.7	20.77	2012-02-01T00:00:00Z
nchem.1254	18.6	17.07	2012-01-24T00:00:00Z
nchem.1513	14.4	25.2	2012-11-23T00:00:00Z
nchem.1480	17.1	25.34	2012-10-28T00:00:00Z
nchem.1487	17.0	27.43	2012-10-28T00:00:00Z
nchem.1466	19.0	30.78	2012-10-14T00:00:00Z
nchem.1519	16.2	23.37	2012-11-23T00:00:00Z
nchem.1499	17.4	28.29	2012-11-23T00:00:00Z
nchem.1455	17.7	30.44	2012-09-16T00:00:00Z
nchem.1524	15.5	42.8	2012-11-23T00:00:00Z
nchem.1502	18.4	31.42	2012-11-18T00:00:00Z
nchem.1489	17.6	30.84	2012-11-18T00:00:00Z
nchem.1358	18.2	33.45	2012-06-03T00:00:00Z
nchem.1522	7.8	33.68	2012-11-23T00:00:00Z
nchem.1517	12.1	16.06	2012-11-23T00:00:00Z
nchem.1523	12.3	14.67	2012-11-23T00:00:00Z
nchem.1525	15.5	50.75	2012-11-23T00:00:00Z
nchem.1494	16.6	27.59	2012-11-11T00:00:00Z
nchem.1495	18.0	32.46	2012-11-11T00:00:00Z
nchem.1407	16.9	30.14	2012-08-05T00:00:00Z
nchem.1408	17.1	29.85	2012-07-29T00:00:00Z
nchem.1404	18.6	30.49	2012-07-22T00:00:00Z
nchem.1507	12.6	18.32	2012-11-23T00:00:00Z
nchem.1477	17.8	28.46	2012-10-28T00:00:00Z
nchem.1384	18.6	31.65	2012-06-24T00:00:00Z
nchem.1376	16.9	25.28	2012-06-10T00:00:00Z
nchem.1378	15.6	27.7	2012-06-10T00:00:00Z
nchem.1375	16.6	26.96	2012-06-10T00:00:00Z
nchem.1379	17.2	31.71	2012-06-17T00:00:00Z
nchem.1491	16.8	36.96	2012-10-23T00:00:00Z
nchem.1476	17.5	29.1	2012-10-21T00:00:00Z
nchem.1362	16.0	24.29	2012-06-03T00:00:00Z
nchem.1471	18.1	29.17	2012-10-14T00:00:00Z
nchem.1312	17.2	22.5	2012-03-22T00:00:00Z
nchem.1318	17.6	24.43	2012-03-22T00:00:00Z
nchem.1274	17.3	22.33	2012-02-21T00:00:00Z
nchem.1276	17.0	14.52	2012-02-21T00:00:00Z
nchem.1278	20.5	25.12	2012-02-21T00:00:00Z
nchem.1273	19.6	29.06	2012-02-21T00:00:00Z
nchem.1388	6.1	4.59	2012-06-21T00:00:00Z
nchem.1335	14.2	13.46	2012-04-23T00:00:00Z
nchem.1341	17.2	25.11	2012-04-23T00:00:00Z
nchem.1334	27.8	65.31	2012-04-23T00:00:00Z
nchem.1340	12.6	14.51	2012-04-23T00:00:00Z
nchem.1247	12.2	13.0	2012-01-24T00:00:00Z
nchem.1251	17.9	23.32	2012-01-24T00:00:00Z
nchem.1249	17.1	19.38	2012-01-24T00:00:00Z
nchem.1255	16.0	23.78	2012-01-24T00:00:00Z
nchem.1300	16.2	19.03	2012-03-22T00:00:00Z
nchem.1306	15.4	19.89	2012-03-22T00:00:00Z
nchem.1308	16.5	19.78	2012-03-22T00:00:00Z
nchem.1316	25.7	61.76	2012-03-22T00:00:00Z
nchem.1307	4.4	7.74	2012-03-22T00:00:00Z
nchem.1315	68.2	182.03	2012-03-22T00:00:00Z
ijos201249	19.8	30.9	2012-08-31T00:00:00Z
nchem.1279	13.9	19.54	2012-02-21T00:00:00Z
nchem.1283	17.3	20.65	2012-02-21T00:00:00Z
nchem.1280	19.7	21.64	2012-02-21T00:00:00Z
am201256	13.8	22.9	2012-11-09T00:00:00Z
nchem.1282	22.3	39.9	2012-02-21T00:00:00Z
nchem.1294	7.7	10.08	2012-02-21T00:00:00Z
nchem.1405	19.9	28.77	2012-07-24T00:00:00Z
nchem.1275	17.7	28.06	2012-02-21T00:00:00Z
nchem.1248	17.3	26.38	2012-01-24T00:00:00Z
nchem.1252	18.6	19.32	2012-01-24T00:00:00Z
nchem.1256	17.4	19.38	2012-01-24T00:00:00Z
nrendo.2012.151	74.1	187.19	2012-08-28T00:00:00Z
nphys2419	14.7	39.18	2012-09-03T00:00:00Z
nrrheum.2012.50	17.0	18.56	2012-04-03T00:00:00Z
nrneph.2012.54	20.9	21.3	2012-04-10T00:00:00Z
nphys2416	28.7	16.44	2012-09-03T00:00:00Z
nphys2420	14.7	39.18	2012-09-03T00:00:00Z
nrendo.2012.156	74.1	187.19	2012-08-28T00:00:00Z
nphys2426	10.3	13.69	2012-09-03T00:00:00Z
nrendo.2012.158	20.9	21.3	2012-08-28T00:00:00Z
nrneph.2012.45	17.3	18.62	2012-03-27T00:00:00Z
nphys2400	18.6	30.52	2012-08-01T00:00:00Z
nphys2402	19.4	44.4	2012-08-01T00:00:00Z
nchembio.1022	19.3	33.28	2012-07-22T00:00:00Z
nchembio.1040	20.6	38.96	2012-07-22T00:00:00Z
nphys2467	14.4	19.49	2012-10-14T00:00:00Z
nchembio.1048	22.1	38.27	2012-09-02T00:00:00Z
nrneurol.2012.199	21.7	19.56	2012-09-18T00:00:00Z
nrneurol.2012.175	14.5	18.27	2012-08-21T00:00:00Z
nrneurol.2012.177	16.7	19.55	2012-08-21T00:00:00Z
nrrheum.2012.141	74.1	188.47	2012-08-21T00:00:00Z
nrendo.2012.161	14.5	16.13	2012-08-21T00:00:00Z
nrendo.2012.159	15.5	21.91	2012-08-21T00:00:00Z
nchembio.1051	12.7	39.08	2012-08-20T00:00:00Z
nchembio.1053	15.5	43.5	2012-08-20T00:00:00Z
nchembio.1057	8.0	32.35	2012-08-20T00:00:00Z
nrneph.2012.181	19.1	18.23	2012-08-21T00:00:00Z
nrneurol.2012.176	13.3	16.41	2012-08-21T00:00:00Z
nrendo.2012.160	12.5	16.64	2012-08-21T00:00:00Z
nrneurol.2012.49	15.0	15.72	2012-03-20T00:00:00Z
nchembio.1044	16.9	28.18	2012-08-12T00:00:00Z
nchembio.1052	11.1	36.28	2012-08-20T00:00:00Z
nchembio.1054	13.1	39.27	2012-08-20T00:00:00Z
nchembio.1056	21.8	45.56	2012-08-20T00:00:00Z
nchembio.1020	18.1	32.34	2012-07-08T00:00:00Z
nchembio.1034	9.2	33.8	2012-07-18T00:00:00Z
ncomms2307	17.0	26.96	2012-12-27T00:00:00Z
ncomms2200	16.7	29.45	2012-11-13T00:00:00Z
ncomms2182	19.0	26.34	2012-11-13T00:00:00Z
ncomms2194	18.4	25.52	2012-11-13T00:00:00Z
ncomms2161	18.7	30.55	2012-11-13T00:00:00Z
ncomms2159	20.4	27.04	2012-11-13T00:00:00Z
ncomms2205	19.4	30.39	2012-11-13T00:00:00Z
ncomms2207	17.9	28.64	2012-11-13T00:00:00Z
ncomms2287	18.9	29.16	2012-12-18T00:00:00Z
ncomms2291	18.9	34.32	2012-12-18T00:00:00Z
ncomms2295	16.2	27.19	2012-12-18T00:00:00Z
ncomms2297	17.6	25.29	2012-12-18T00:00:00Z
ncomms2300	17.3	27.31	2012-12-18T00:00:00Z
ncomms2302	19.7	33.21	2012-12-18T00:00:00Z
ncomms2270	18.6	30.9	2012-12-18T00:00:00Z
ncomms2306	16.0	27.07	2012-12-18T00:00:00Z
ncomms2308	15.4	26.49	2012-12-18T00:00:00Z
ncomms2276	17.3	28.98	2012-12-18T00:00:00Z
ncomms2282	18.2	29.8	2012-12-18T00:00:00Z
ncomms2292	18.7	31.54	2012-12-18T00:00:00Z
ncomms2220	18.1	26.74	2012-12-18T00:00:00Z
ncomms2296	18.3	29.4	2012-12-18T00:00:00Z
ncomms2298	18.3	29.8	2012-12-18T00:00:00Z
ncomms2301	16.9	26.67	2012-12-18T00:00:00Z
ncomms2311	20.2	35.31	2012-12-18T00:00:00Z
ncomms2313	17.8	28.06	2012-12-18T00:00:00Z
ncomms2315	17.8	29.33	2012-12-18T00:00:00Z
ncomms2283	18.2	28.12	2012-12-18T00:00:00Z
ncomms2181	17.4	30.84	2012-11-06T00:00:00Z
ncomms2179	16.4	29.33	2012-11-06T00:00:00Z
ncomms2183	18.9	29.58	2012-11-06T00:00:00Z
nchembio.1064	16.6	27.25	2012-09-02T00:00:00Z
nchembio.1062	16.6	27.07	2012-09-02T00:00:00Z
nphys2424	16.7	24.18	2012-09-30T00:00:00Z
nphys2434	18.0	30.04	2012-09-30T00:00:00Z
nphys2442	19.4	31.6	2012-09-30T00:00:00Z
nrrheum.2012.187	74.1	188.47	2012-10-16T00:00:00Z
nrneph.2012.124	16.3	14.22	2012-06-12T00:00:00Z
nrneph.2012.201	24.2	19.68	2012-09-25T00:00:00Z
nrneph.2012.203	17.5	18.16	2012-09-25T00:00:00Z
nrneph.2012.101	13.6	13.8	2012-06-05T00:00:00Z
nrneph.2012.244	71.7	187.19	2012-11-13T00:00:00Z
nrrheum.2012.169	26.1	56.64	2012-09-25T00:00:00Z
nrneph.2012.221	24.6	23.74	2012-11-13T00:00:00Z
nrneurol.2012.220	16.4	25.46	2012-11-13T00:00:00Z
nrneurol.2012.222	20.7	38.67	2012-11-13T00:00:00Z
nrneph.2012.125	14.2	18.62	2012-06-12T00:00:00Z
nrneurol.2012.228	24.5	43.61	2012-11-13T00:00:00Z
nrneph.2012.202	17.7	23.73	2012-09-25T00:00:00Z
nrneurol.2012.201	16.9	21.17	2012-09-25T00:00:00Z
nrneph.2012.102	16.6	23.59	2012-06-05T00:00:00Z
nrendo.2012.208	74.1	187.19	2012-11-13T00:00:00Z
nrneph.2012.104	14.5	16.7	2012-06-05T00:00:00Z
nphys2421	24.5	58.53	2012-09-03T00:00:00Z
nchembio.1059	17.4	30.55	2012-08-26T00:00:00Z
nphys2422	26.3	51.17	2012-09-03T00:00:00Z
nchembio.1060	16.8	27.02	2012-08-26T00:00:00Z
nphys2398	15.0	19.72	2012-08-01T00:00:00Z
nchembio.1021	17.9	28.06	2012-07-15T00:00:00Z
nphys2429	18.3	32.23	2012-09-23T00:00:00Z
nchembio.1065	20.1	35.19	2012-09-23T00:00:00Z
nrendo.2012.196	14.4	22.5	2012-10-09T00:00:00Z
nrneph.2012.205	71.7	187.19	2012-10-09T00:00:00Z
ncomms2187	17.5	26.67	2012-11-13T00:00:00Z
ncomms2191	17.7	29.04	2012-11-13T00:00:00Z
ncomms2189	18.9	28.77	2012-11-13T00:00:00Z
ncomms2197	18.2	29.17	2012-11-13T00:00:00Z
ncomms2208	17.8	26.56	2012-11-13T00:00:00Z
ncomms2192	18.6	25.98	2012-11-13T00:00:00Z
ncomms2155	17.3	28.46	2012-11-13T00:00:00Z
ncomms2196	19.9	33.34	2012-11-13T00:00:00Z
ncomms2198	20.8	33.12	2012-11-13T00:00:00Z
ncomms2201	18.5	29.05	2012-11-13T00:00:00Z
ncomms2165	17.4	24.36	2012-11-13T00:00:00Z
ncomms2203	18.1	28.3	2012-11-13T00:00:00Z
ncomms2171	19.8	29.87	2012-11-13T00:00:00Z
ncomms1985	18.3	31.82	2012-08-14T00:00:00Z
ncomms2003	16.7	26.49	2012-08-14T00:00:00Z
ncomms1987	20.0	28.83	2012-08-14T00:00:00Z
ncomms2002	17.8	28.58	2012-08-14T00:00:00Z
ncomms2006	18.4	28.69	2012-08-14T00:00:00Z
ncomms2195	14.1	25.49	2012-11-13T00:00:00Z
ncomms2284	14.1	24.91	2012-12-11T00:00:00Z
ncomms1993	19.0	30.85	2012-08-07T00:00:00Z
ncomms1986	19.7	33.52	2012-08-07T00:00:00Z
ncomms1990	16.9	29.51	2012-08-07T00:00:00Z
ncomms1988	15.1	24.23	2012-08-07T00:00:00Z
ncomms1994	16.2	27.83	2012-08-07T00:00:00Z
nclimate1751	17.8	26.33	2012-11-25T00:00:00Z
ncomms2199	19.1	30.73	2012-11-20T00:00:00Z
nclimate1664	16.8	27.31	2012-09-02T00:00:00Z
ncomms2144	19.4	27.49	2012-11-06T00:00:00Z
ncomms2193	18.3	29.92	2012-11-06T00:00:00Z
ncomms2166	20.6	28.19	2012-11-06T00:00:00Z
nrneurol.2012.109	19.5	21.41	2012-06-19T00:00:00Z
nphys2268	19.8	36.24	2012-03-25T00:00:00Z
nphys2463	17.0	29.27	2012-11-11T00:00:00Z
nphys2465	16.6	25.22	2012-11-11T00:00:00Z
nnano.2012.212	18.6	31.71	2012-12-16T00:00:00Z
nchembio.1071	19.0	32.41	2012-09-23T00:00:00Z
nnano.2012.217	16.9	30.27	2012-12-23T00:00:00Z
nnano.2012.218	20.6	36.94	2012-12-23T00:00:00Z
nnano.2012.224	17.4	29.22	2012-12-23T00:00:00Z
nnano.2012.232	18.0	29.4	2012-12-23T00:00:00Z
nnano.2012.220	20.1	36.24	2012-12-16T00:00:00Z
nchembio.1132	20.5	21.46	2012-11-26T00:00:00Z
nchembio.975	23.5	34.17	2012-05-17T00:00:00Z
nphys2455	16.4	27.88	2012-10-21T00:00:00Z
nphys2457	18.1	27.49	2012-10-21T00:00:00Z
nphys2441	14.6	27.18	2012-10-14T00:00:00Z
nnano.2012.244	18.9	23.56	2012-12-27T00:00:00Z
nnano.2012.250	51.6	120.57	2012-12-27T00:00:00Z
nnano.2012.241	17.9	29.52	2012-12-27T00:00:00Z
nnano.2012.243	15.8	26.38	2012-12-27T00:00:00Z
nnano.2012.245	14.7	16.82	2012-12-27T00:00:00Z
nphys2440	15.8	26.89	2012-10-07T00:00:00Z
nchembio.1133	17.5	20.77	2012-11-26T00:00:00Z
nchembio1212-1008a	13.9	19.78	2012-11-26T00:00:00Z
nchembio1212-1008c	13.9	20.76	2012-11-26T00:00:00Z
nchembio.1126	13.9	39.6	2012-11-26T00:00:00Z
nchembio.1125	11.9	32.66	2012-11-26T00:00:00Z
nchembio.1127	17.2	43.72	2012-11-26T00:00:00Z
nrneph.2012.232	12.0	15.31	2012-11-13T00:00:00Z
npre.2012.6931.1	-15.7	-15.81	2012-02-24T00:00:00Z
npre.2012.6942.1	-15.7	-15.81	2012-02-27T00:00:00Z
ismej2012143	16.3	24.75	2012-11-29T00:00:00Z
npre.2012.6894.1	-15.7	-15.81	2012-02-17T00:00:00Z
ismej2012145	16.8	25.11	2012-11-29T00:00:00Z
