doi	fk_idx	cole_idx	date
44271-024-00098-1	15.8	27.88	2024-05-22T00:00:00Z
44306-024-00013-8	15.8	27.99	2024-06-03T00:00:00Z
44298-024-00032-6	17.0	28.24	2024-06-03T00:00:00Z
44306-024-00020-9	16.4	26.55	2024-06-03T00:00:00Z
44306-024-00016-5	16.3	25.11	2024-06-03T00:00:00Z
44182-024-00009-w	16.9	27.25	2024-05-27T00:00:00Z
44271-024-00091-8	16.2	29.1	2024-06-03T00:00:00Z
44271-024-00099-0	15.1	28.21	2024-05-27T00:00:00Z
44294-024-00023-1	17.7	28.12	2024-06-04T00:00:00Z
44271-024-00103-7	25.0	31.63	2024-06-01T00:00:00Z
44294-024-00014-2	15.8	26.32	2024-05-24T00:00:00Z
44306-024-00024-5	16.6	29.1	2024-06-03T00:00:00Z
44271-024-00097-2	16.6	25.0	2024-05-23T00:00:00Z
44277-024-00017-6	23.1	38.62	2024-10-13T00:00:00Z
44259-024-00049-0	16.8	27.43	2024-10-16T00:00:00Z
44298-024-00059-9	16.0	24.06	2024-10-17T00:00:00Z
44271-024-00146-w	17.4	29.8	2024-10-14T00:00:00Z
44271-024-00168-4	20.8	27.1	2024-12-19T00:00:00Z
44222-024-00216-y	17.7	22.68	2024-07-12T00:00:00Z
44220-024-00240-2	18.3	29.05	2024-04-17T00:00:00Z
44271-024-00145-x	17.2	27.54	2024-10-12T00:00:00Z
44276-024-00053-x	17.5	28.25	2024-04-23T00:00:00Z
44276-024-00058-6	18.0	29.24	2024-04-18T00:00:00Z
44276-024-00059-5	19.1	24.83	2024-05-01T00:00:00Z
44221-024-00271-0	26.9	48.02	2024-06-21T00:00:00Z
44298-024-00071-z	17.4	54.57	2024-11-18T00:00:00Z
44220-024-00258-6	15.3	52.03	2024-04-26T00:00:00Z
44306-024-00055-y	17.2	29.97	2024-10-05T00:00:00Z
44276-024-00086-2	18.3	29.7	2024-10-08T00:00:00Z
43247-024-01710-2	16.5	28.23	2024-10-03T00:00:00Z
43246-024-00640-y	16.6	30.71	2024-09-30T00:00:00Z
43247-024-01687-y	14.8	27.41	2024-09-30T00:00:00Z
43246-024-00652-8	17.6	23.67	2024-09-30T00:00:00Z
43247-024-01727-7	16.9	26.9	2024-10-02T00:00:00Z
43247-024-01642-x	16.5	27.19	2024-09-30T00:00:00Z
43247-024-01694-z	21.4	39.94	2024-09-30T00:00:00Z
43246-024-00648-4	16.9	29.73	2024-09-30T00:00:00Z
43247-024-01720-0	15.9	27.41	2024-10-03T00:00:00Z
43247-024-01706-y	18.0	30.44	2024-10-01T00:00:00Z
43247-024-01692-1	15.4	26.38	2024-10-02T00:00:00Z
43247-024-01713-z	15.4	25.97	2024-10-01T00:00:00Z
43247-024-01697-w	16.0	27.99	2024-09-30T00:00:00Z
43247-024-01676-1	16.9	28.23	2024-09-30T00:00:00Z
43247-024-01640-z	16.3	30.03	2024-10-02T00:00:00Z
43247-024-01683-2	15.0	26.26	2024-09-30T00:00:00Z
43247-024-01688-x	17.4	31.19	2024-10-02T00:00:00Z
43247-024-01709-9	17.3	29.44	2024-09-30T00:00:00Z
43247-024-01714-y	14.7	24.29	2024-09-30T00:00:00Z
43246-024-00644-8	15.7	30.26	2024-10-03T00:00:00Z
43247-024-01719-7	18.9	29.28	2024-09-30T00:00:00Z
43247-024-01721-z	17.0	27.14	2024-10-03T00:00:00Z
43247-024-01712-0	18.0	31.43	2024-10-02T00:00:00Z
43247-024-01726-8	21.7	42.1	2024-10-03T00:00:00Z
43246-024-00614-0	16.4	27.59	2024-10-01T00:00:00Z
43246-024-00642-w	15.9	29.04	2024-10-02T00:00:00Z
43247-024-01700-4	16.6	27.42	2024-10-03T00:00:00Z
43247-024-01705-z	20.8	32.41	2024-09-30T00:00:00Z
43247-024-01689-w	16.2	27.3	2024-10-03T00:00:00Z
43247-024-01724-w	16.4	29.04	2024-10-01T00:00:00Z
43247-024-01691-2	17.3	26.38	2024-10-03T00:00:00Z
44276-024-00042-0	18.6	24.65	2024-04-03T00:00:00Z
44298-024-00026-4	16.9	26.5	2024-03-25T00:00:00Z
44303-024-00013-7	17.1	28.63	2024-04-01T00:00:00Z
44271-024-00073-w	14.9	22.61	2024-04-03T00:00:00Z
44306-024-00008-5	16.5	26.67	2024-03-01T00:00:00Z
44259-024-00024-9	16.8	26.5	2024-03-18T00:00:00Z
44298-024-00020-w	17.8	27.26	2024-03-21T00:00:00Z
44276-024-00046-w	18.6	25.29	2024-03-05T00:00:00Z
44271-024-00067-8	17.2	26.72	2024-03-11T00:00:00Z
44276-024-00039-9	16.2	24.88	2024-03-14T00:00:00Z
44303-024-00008-4	18.9	32.52	2024-03-04T00:00:00Z
44276-024-00037-x	17.6	28.02	2024-02-29T00:00:00Z
44306-023-00006-z	16.8	31.06	2024-03-12T00:00:00Z
44303-023-00005-z	18.6	27.77	2024-03-06T00:00:00Z
44259-024-00023-w	18.6	32.41	2024-03-16T00:00:00Z
44271-024-00068-7	14.1	27.0	2024-03-14T00:00:00Z
44271-024-00070-z	17.7	29.45	2024-03-21T00:00:00Z
44298-024-00021-9	16.2	27.13	2024-03-08T00:00:00Z
44276-024-00047-9	18.2	25.76	2024-03-14T00:00:00Z
44296-024-00006-y	14.3	21.91	2024-03-11T00:00:00Z
44276-024-00045-x	16.6	24.25	2024-03-05T00:00:00Z
44259-024-00021-y	18.2	27.49	2024-03-02T00:00:00Z
44271-024-00066-9	17.7	27.59	2024-03-09T00:00:00Z
44276-023-00021-x	21.4	62.35	2024-03-15T00:00:00Z
44276-023-00031-9	15.6	51.92	2024-03-15T00:00:00Z
44296-024-00041-9	17.3	28.93	2024-10-21T00:00:00Z
44271-024-00057-w	15.1	24.75	2024-02-13T00:00:00Z
44294-024-00005-3	18.3	27.95	2024-02-06T00:00:00Z
44303-024-00007-5	16.3	26.84	2024-02-19T00:00:00Z
44298-024-00015-7	17.2	28.06	2024-02-14T00:00:00Z
44294-024-00008-0	17.0	25.92	2024-02-20T00:00:00Z
44276-023-00033-7	18.6	25.64	2024-02-09T00:00:00Z
43247-024-01753-5	17.2	30.02	2024-10-23T00:00:00Z
43247-024-01805-w	16.1	29.68	2024-10-25T00:00:00Z
43247-024-01777-x	17.6	28.29	2024-10-23T00:00:00Z
43247-024-01784-y	15.4	26.38	2024-10-24T00:00:00Z
43247-024-01791-z	17.4	29.62	2024-10-25T00:00:00Z
43247-024-01796-8	18.1	30.33	2024-10-22T00:00:00Z
43247-024-01766-0	17.4	29.45	2024-10-24T00:00:00Z
43247-024-01801-0	17.8	30.2	2024-10-25T00:00:00Z
43247-024-01735-7	18.1	33.16	2024-10-22T00:00:00Z
43246-024-00675-1	19.6	37.62	2024-10-24T00:00:00Z
43247-024-01785-x	17.3	31.53	2024-10-25T00:00:00Z
43247-024-01797-7	19.7	31.37	2024-10-25T00:00:00Z
43247-024-01733-9	17.5	25.98	2024-10-24T00:00:00Z
43247-024-01769-x	15.1	27.19	2024-10-23T00:00:00Z
43247-024-01471-y	16.3	26.84	2024-06-10T00:00:00Z
43016-024-00971-6	17.3	27.6	2024-05-28T00:00:00Z
43246-024-00678-y	20.3	33.98	2024-10-18T00:00:00Z
43247-024-01774-0	14.9	26.89	2024-10-19T00:00:00Z
43246-024-00676-0	16.0	28.46	2024-10-21T00:00:00Z
43247-024-01918-2	20.2	55.05	2024-11-27T00:00:00Z
43247-024-01789-7	17.4	30.03	2024-10-21T00:00:00Z
43246-024-00672-4	16.3	26.72	2024-10-19T00:00:00Z
43247-024-01773-1	17.5	26.73	2024-10-19T00:00:00Z
43247-024-01787-9	16.1	25.98	2024-10-19T00:00:00Z
43247-024-01780-2	15.6	29.55	2024-10-21T00:00:00Z
43247-024-01764-2	17.8	30.44	2024-10-19T00:00:00Z
43247-024-01698-9	15.5	25.16	2024-10-21T00:00:00Z
43018-024-00832-y	20.1	16.43	2024-12-17T00:00:00Z
43587-024-00776-z	16.7	28.06	2024-12-27T00:00:00Z
43587-024-00781-2	17.8	29.04	2024-12-27T00:00:00Z
43018-024-00836-8	24.0	25.01	2024-12-17T00:00:00Z
43587-024-00741-w	15.9	22.27	2024-12-19T00:00:00Z
43018-024-00858-2	17.1	32.75	2024-12-20T00:00:00Z
43588-024-00744-y	19.0	35.41	2024-12-23T00:00:00Z
43018-024-00849-3	17.4	17.99	2024-12-17T00:00:00Z
43018-024-00837-7	16.8	20.18	2024-12-17T00:00:00Z
43018-024-00834-w	19.4	19.21	2024-12-17T00:00:00Z
43588-024-00746-w	17.1	28.28	2024-12-20T00:00:00Z
43018-024-00870-6	16.9	27.48	2024-12-16T00:00:00Z
43587-024-00750-9	16.8	28.01	2024-12-02T00:00:00Z
43018-024-00853-7	16.6	20.83	2024-12-17T00:00:00Z
43588-024-00735-z	16.6	30.31	2024-12-10T00:00:00Z
43018-024-00851-9	15.3	19.14	2024-12-17T00:00:00Z
43018-024-00835-9	15.5	17.87	2024-12-17T00:00:00Z
43018-024-00833-x	16.9	18.8	2024-12-17T00:00:00Z
43018-024-00852-8	15.8	16.65	2024-12-17T00:00:00Z
43018-024-00850-w	19.7	22.11	2024-12-17T00:00:00Z
43587-024-00747-4	17.7	29.68	2024-12-27T00:00:00Z
43587-024-00772-3	18.8	29.75	2024-12-27T00:00:00Z
43018-024-00856-4	19.3	19.96	2024-12-17T00:00:00Z
43246-024-00673-3	16.9	26.61	2024-12-26T00:00:00Z
43018-024-00862-6	17.6	29.33	2024-12-03T00:00:00Z
43018-024-00885-z	20.4	30.75	2024-12-17T00:00:00Z
43588-024-00745-x	21.5	34.32	2024-12-19T00:00:00Z
43247-024-01621-2	17.6	31.25	2024-08-16T00:00:00Z
43246-024-00596-z	17.4	30.84	2024-08-12T00:00:00Z
43246-024-00603-3	16.1	27.12	2024-08-17T00:00:00Z
43247-024-01605-2	13.2	24.97	2024-08-16T00:00:00Z
43246-024-00563-8	15.4	27.42	2024-08-14T00:00:00Z
43247-024-01612-3	17.1	33.1	2024-08-17T00:00:00Z
43247-024-01603-4	18.0	28.36	2024-08-15T00:00:00Z
43246-024-00597-y	19.0	32.18	2024-08-14T00:00:00Z
43246-024-00602-4	18.8	30.1	2024-08-17T00:00:00Z
43247-024-01573-7	16.7	28.81	2024-08-16T00:00:00Z
43247-024-01592-4	17.6	29.57	2024-08-12T00:00:00Z
43247-024-01580-8	16.9	26.09	2024-08-04T00:00:00Z
43247-024-01588-0	18.6	28.88	2024-08-10T00:00:00Z
43247-024-01531-3	15.6	26.09	2024-08-07T00:00:00Z
43247-024-01451-2	17.3	31.3	2024-08-03T00:00:00Z
43246-024-00584-3	18.2	27.89	2024-08-06T00:00:00Z
43246-024-00591-4	16.6	26.78	2024-08-09T00:00:00Z
43247-024-01593-3	15.8	24.87	2024-08-08T00:00:00Z
43246-024-00582-5	15.8	29.44	2024-08-09T00:00:00Z
43247-024-01589-z	17.7	30.15	2024-08-06T00:00:00Z
43247-024-01587-1	19.1	28.77	2024-08-11T00:00:00Z
43247-024-01523-3	15.2	26.14	2024-08-03T00:00:00Z
43247-024-01570-w	18.0	28.41	2024-08-05T00:00:00Z
43246-024-00595-0	17.4	25.34	2024-08-10T00:00:00Z
43247-024-01578-2	18.3	25.29	2024-08-09T00:00:00Z
42254-024-00715-2	19.3	30.97	2024-04-16T00:00:00Z
42255-024-00986-0	19.3	32.24	2024-04-26T00:00:00Z
42256-024-00820-y	17.4	25.8	2024-04-23T00:00:00Z
42254-024-00725-0	16.1	16.77	2024-05-31T00:00:00Z
42254-024-00706-3	17.7	32.41	2024-02-16T00:00:00Z
42254-024-00692-6	18.5	30.62	2024-02-05T00:00:00Z
42254-024-00704-5	18.2	33.21	2024-02-19T00:00:00Z
42254-024-00698-0	16.7	14.79	2024-02-16T00:00:00Z
42254-024-00724-1	16.5	26.67	2024-06-10T00:00:00Z
42255-024-01015-w	20.9	34.96	2024-03-26T00:00:00Z
42254-024-00709-0	15.8	24.64	2024-04-08T00:00:00Z
42254-024-00712-5	17.6	26.85	2024-04-08T00:00:00Z
42256-024-00842-6	16.8	27.08	2024-05-17T00:00:00Z
42254-023-00685-x	21.3	37.18	2024-01-08T00:00:00Z
42254-024-00699-z	18.0	31.3	2024-03-22T00:00:00Z
42255-024-01003-0	20.6	38.61	2024-03-08T00:00:00Z
42255-024-00977-1	19.7	22.34	2024-03-04T00:00:00Z
42254-024-00707-2	17.4	30.03	2024-03-19T00:00:00Z
42256-024-00800-2	15.2	26.09	2024-03-22T00:00:00Z
42256-024-00805-x	19.0	29.87	2024-03-20T00:00:00Z
42254-024-00700-9	17.3	29.56	2024-03-08T00:00:00Z
42254-024-00703-6	14.9	20.25	2024-03-19T00:00:00Z
42256-024-00827-5	19.3	30.44	2024-04-22T00:00:00Z
42254-024-00688-2	18.5	33.21	2024-02-12T00:00:00Z
42255-024-00976-2	19.2	31.02	2024-02-22T00:00:00Z
42255-024-01031-w	19.5	18.69	2024-04-11T00:00:00Z
43018-024-00749-6	18.5	28.99	2024-04-24T00:00:00Z
43018-023-00686-w	17.2	28.18	2024-01-04T00:00:00Z
43247-024-01922-6	15.8	27.14	2024-11-30T00:00:00Z
43018-024-00771-8	18.3	28.18	2024-06-06T00:00:00Z
43247-024-01913-7	16.1	28.23	2024-11-30T00:00:00Z
43246-024-00702-1	15.6	25.22	2024-11-30T00:00:00Z
43247-024-01895-6	18.3	29.28	2024-11-29T00:00:00Z
43246-024-00700-3	17.0	27.14	2024-11-28T00:00:00Z
43016-024-00983-2	25.3	48.89	2024-04-25T00:00:00Z
43247-024-01927-1	16.5	28.41	2024-11-29T00:00:00Z
43018-024-00745-w	16.9	26.5	2024-03-29T00:00:00Z
43016-024-00921-2	16.3	27.48	2024-04-11T00:00:00Z
43247-024-01882-x	18.2	50.61	2024-11-30T00:00:00Z
43247-024-01881-y	15.9	52.11	2024-11-30T00:00:00Z
43018-024-00772-7	17.2	26.03	2024-06-03T00:00:00Z
43247-024-01799-5	15.2	23.83	2024-11-27T00:00:00Z
43018-024-00775-4	18.0	30.44	2024-06-03T00:00:00Z
43018-024-00782-5	17.8	27.2	2024-05-30T00:00:00Z
43247-024-01844-3	18.6	33.28	2024-11-26T00:00:00Z
43247-024-01896-5	15.8	28.86	2024-11-26T00:00:00Z
43018-024-00818-w	18.1	28.82	2024-08-26T00:00:00Z
43247-024-01693-0	15.7	28.34	2024-09-20T00:00:00Z
43016-024-00932-z	16.5	26.96	2024-03-20T00:00:00Z
44222-024-00263-5	19.1	20.95	2024-12-09T00:00:00Z
44220-024-00250-0	14.3	23.65	2024-05-02T00:00:00Z
44324-024-00043-0	17.9	24.59	2024-12-30T00:00:00Z
44259-024-00069-w	20.0	31.55	2024-12-30T00:00:00Z
44298-024-00083-9	18.1	27.08	2024-12-30T00:00:00Z
44259-024-00071-2	18.8	28.59	2024-12-30T00:00:00Z
44324-024-00041-2	15.9	28.46	2024-12-30T00:00:00Z
44298-024-00080-y	17.1	26.61	2024-12-30T00:00:00Z
44271-024-00174-6	16.9	28.98	2024-12-30T00:00:00Z
44220-024-00325-y	18.5	28.99	2024-10-04T00:00:00Z
44271-024-00181-7	17.4	25.74	2024-12-27T00:00:00Z
44298-024-00069-7	17.4	31.13	2024-11-25T00:00:00Z
44220-024-00204-6	19.6	30.15	2024-02-19T00:00:00Z
44221-024-00248-z	15.5	26.32	2024-06-13T00:00:00Z
44298-024-00068-8	16.7	28.52	2024-11-21T00:00:00Z
44220-024-00310-5	18.3	28.3	2024-09-19T00:00:00Z
44221-024-00314-6	18.5	31.25	2024-10-08T00:00:00Z
44220-024-00357-4	15.3	52.49	2024-10-25T00:00:00Z
44310-024-00035-4	17.4	33.43	2024-08-30T00:00:00Z
44328-024-00010-1	15.1	54.57	2024-07-17T00:00:00Z
44328-024-00011-0	17.3	30.08	2024-10-04T00:00:00Z
44328-024-00013-y	15.2	24.69	2024-10-01T00:00:00Z
44335-024-00011-3	19.3	18.63	2024-09-12T00:00:00Z
44304-024-00023-w	16.4	50.69	2024-06-24T00:00:00Z
44323-024-00005-1	16.0	28.57	2024-08-09T00:00:00Z
44325-024-00024-8	17.1	28.4	2024-09-23T00:00:00Z
44334-024-00003-y	17.0	25.11	2024-09-12T00:00:00Z
44304-024-00015-w	16.4	51.56	2024-05-09T00:00:00Z
44325-024-00021-x	20.6	28.13	2024-09-10T00:00:00Z
44323-024-00007-z	17.5	28.29	2024-09-09T00:00:00Z
44325-024-00007-9	17.8	26.1	2024-08-31T00:00:00Z
44310-024-00034-5	19.4	33.79	2024-08-30T00:00:00Z
44304-024-00022-x	18.0	29.11	2024-09-02T00:00:00Z
44310-024-00033-6	17.8	28.41	2024-09-02T00:00:00Z
44325-024-00014-w	18.5	29.11	2024-09-02T00:00:00Z
44310-024-00029-2	18.6	32.64	2024-08-30T00:00:00Z
44323-024-00004-2	13.5	16.64	2024-08-01T00:00:00Z
44355-024-00004-w	17.6	23.61	2024-08-01T00:00:00Z
44333-024-00002-8	18.0	24.71	2024-05-22T00:00:00Z
44310-024-00031-8	19.8	34.55	2024-08-02T00:00:00Z
44325-024-00012-y	20.2	30.38	2024-08-02T00:00:00Z
44260-024-00014-y	22.7	42.2	2024-08-01T00:00:00Z
44304-024-00012-z	16.6	27.36	2024-08-01T00:00:00Z
44328-024-00005-y	22.5	25.07	2024-06-26T00:00:00Z
44310-024-00024-7	20.3	22.92	2024-07-17T00:00:00Z
44310-024-00028-3	21.8	37.97	2024-07-17T00:00:00Z
44310-024-00019-4	16.7	32.05	2024-07-17T00:00:00Z
44310-024-00030-9	16.7	30.89	2024-07-17T00:00:00Z
44260-024-00012-0	19.6	29.06	2024-07-11T00:00:00Z
43247-024-01778-w	17.5	27.02	2024-11-19T00:00:00Z
43247-024-01893-8	17.7	27.32	2024-11-20T00:00:00Z
43247-024-01738-4	18.6	32.35	2024-11-18T00:00:00Z
43247-024-01863-0	15.2	27.77	2024-11-20T00:00:00Z
43018-024-00754-9	17.7	28.99	2024-04-02T00:00:00Z
43247-024-01609-y	18.3	28.47	2024-08-28T00:00:00Z
43247-024-01584-4	16.1	28.28	2024-08-30T00:00:00Z
43018-024-00797-y	16.3	54.1	2024-06-17T00:00:00Z
43017-024-00552-y	15.7	47.63	2024-04-02T00:00:00Z
43017-024-00556-8	16.8	48.04	2024-04-12T00:00:00Z
43247-024-01830-9	15.1	27.48	2024-11-16T00:00:00Z
43018-024-00743-y	18.1	27.55	2024-03-01T00:00:00Z
43247-024-01880-z	16.6	28.64	2024-11-15T00:00:00Z
43247-024-01857-y	15.2	26.32	2024-11-15T00:00:00Z
43247-024-01840-7	17.0	29.15	2024-11-15T00:00:00Z
43018-024-00734-z	15.8	25.34	2024-03-01T00:00:00Z
43246-024-00693-z	15.7	26.38	2024-11-15T00:00:00Z
43247-024-01827-4	17.9	31.77	2024-11-15T00:00:00Z
43247-024-01889-4	14.2	25.51	2024-11-15T00:00:00Z
43018-024-00742-z	17.6	24.59	2024-03-06T00:00:00Z
43246-024-00635-9	14.6	26.2	2024-11-15T00:00:00Z
43018-024-00740-1	18.0	30.33	2024-03-05T00:00:00Z
43247-024-01637-8	15.8	26.61	2024-08-27T00:00:00Z
43247-024-01938-y	20.2	55.05	2024-12-26T00:00:00Z
43016-024-00998-9	29.5	57.53	2024-05-28T00:00:00Z
44386-024-00001-2	17.0	32.29	2024-11-07T00:00:00Z
44304-024-00028-5	19.8	33.39	2024-11-06T00:00:00Z
44334-024-00005-w	21.3	35.09	2024-11-06T00:00:00Z
44334-024-00006-9	17.6	22.33	2024-11-06T00:00:00Z
44325-024-00028-4	21.5	33.64	2024-11-06T00:00:00Z
44310-024-00012-x	15.9	28.28	2024-06-03T00:00:00Z
44304-024-00009-8	14.5	21.97	2024-06-03T00:00:00Z
44310-024-00008-7	15.6	27.47	2024-06-03T00:00:00Z
44333-024-00003-7	16.4	24.98	2024-05-22T00:00:00Z
44325-024-00003-z	19.1	31.54	2024-06-03T00:00:00Z
44310-024-00013-w	18.1	30.95	2024-06-03T00:00:00Z
44333-024-00001-9	16.1	27.41	2024-05-22T00:00:00Z
44310-024-00009-6	18.2	32.69	2024-06-03T00:00:00Z
44304-024-00010-1	15.1	25.22	2024-06-03T00:00:00Z
44310-024-00011-y	16.0	29.15	2024-06-03T00:00:00Z
44260-024-00005-z	15.7	26.6	2024-05-29T00:00:00Z
44355-024-00002-y	16.4	28.0	2024-05-29T00:00:00Z
44304-024-00008-9	17.4	25.8	2024-05-31T00:00:00Z
44310-024-00014-9	19.0	35.06	2024-06-03T00:00:00Z
44310-024-00041-6	18.0	32.18	2024-11-05T00:00:00Z
44260-024-00006-y	16.5	22.68	2024-05-18T00:00:00Z
44304-024-00006-x	19.0	30.38	2024-05-07T00:00:00Z
44260-024-00001-3	16.3	28.7	2024-04-17T00:00:00Z
44304-024-00004-z	14.9	25.79	2024-05-02T00:00:00Z
44325-024-00005-x	15.4	25.45	2024-05-02T00:00:00Z
44260-024-00002-2	19.0	36.11	2024-04-17T00:00:00Z
44260-024-00003-1	20.1	35.37	2024-04-17T00:00:00Z
44222-024-00223-z	18.8	57.83	2024-07-05T00:00:00Z
44182-024-00016-x	17.8	26.96	2024-12-02T00:00:00Z
44276-024-00102-5	17.5	25.47	2024-10-01T00:00:00Z
44264-024-00025-1	15.7	22.27	2024-10-01T00:00:00Z
44220-024-00238-w	19.3	30.44	2024-04-16T00:00:00Z
44222-023-00150-5	25.3	46.91	2024-01-16T00:00:00Z
44259-024-00062-3	17.5	30.09	2024-11-29T00:00:00Z
44220-024-00259-5	17.4	27.14	2024-06-06T00:00:00Z
44306-024-00061-0	16.4	30.77	2024-11-29T00:00:00Z
44271-024-00167-5	17.4	28.7	2024-11-30T00:00:00Z
44271-024-00160-y	18.6	24.6	2024-12-04T00:00:00Z
44294-024-00031-1	17.1	28.12	2024-09-10T00:00:00Z
44276-024-00093-3	19.1	28.13	2024-09-09T00:00:00Z
44259-024-00041-8	17.1	26.44	2024-09-10T00:00:00Z
44271-024-00129-x	15.9	25.05	2024-09-04T00:00:00Z
44271-024-00132-2	15.4	24.35	2024-09-06T00:00:00Z
44276-024-00088-0	17.6	30.44	2024-09-09T00:00:00Z
44221-024-00225-6	20.6	28.54	2024-03-21T00:00:00Z
44222-024-00165-6	18.9	22.05	2024-03-14T00:00:00Z
44294-024-00033-z	15.7	23.71	2024-09-03T00:00:00Z
44259-024-00040-9	17.0	30.84	2024-09-02T00:00:00Z
44306-024-00053-0	18.1	32.87	2024-09-02T00:00:00Z
44296-024-00035-7	17.6	28.99	2024-09-02T00:00:00Z
44259-024-00039-2	15.4	24.23	2024-09-02T00:00:00Z
44303-024-00024-4	17.6	25.98	2024-09-02T00:00:00Z
44276-024-00077-3	17.9	25.81	2024-09-02T00:00:00Z
44303-024-00031-5	18.4	31.18	2024-09-02T00:00:00Z
44296-024-00033-9	16.7	25.68	2024-09-02T00:00:00Z
44271-024-00124-2	16.4	25.1	2024-08-28T00:00:00Z
44294-024-00032-0	17.6	28.64	2024-08-30T00:00:00Z
44298-024-00054-0	16.5	28.46	2024-09-02T00:00:00Z
44276-024-00091-5	18.8	27.15	2024-08-29T00:00:00Z
44221-024-00204-x	25.0	41.42	2024-02-19T00:00:00Z
43247-024-01650-x	15.9	25.51	2024-09-10T00:00:00Z
43247-024-01551-z	16.3	26.26	2024-09-06T00:00:00Z
43247-024-01655-6	17.4	30.78	2024-09-06T00:00:00Z
43246-024-00630-0	17.2	26.27	2024-09-08T00:00:00Z
43246-024-00616-y	16.0	27.99	2024-09-10T00:00:00Z
43247-024-01641-y	16.9	28.18	2024-09-04T00:00:00Z
43246-024-00623-z	16.4	27.42	2024-09-05T00:00:00Z
43247-024-01646-7	17.1	28.12	2024-09-04T00:00:00Z
43247-024-01668-1	17.0	29.92	2024-09-08T00:00:00Z
43018-024-00746-9	18.9	31.96	2024-05-30T00:00:00Z
43016-024-00960-9	21.3	15.56	2024-03-20T00:00:00Z
43018-024-00741-0	19.3	24.25	2024-03-01T00:00:00Z
43018-024-00747-8	69.1	179.53	2024-03-22T00:00:00Z
43018-024-00777-2	19.5	27.95	2024-06-27T00:00:00Z
43246-024-00685-z	23.3	61.82	2024-10-31T00:00:00Z
43247-024-01644-9	17.2	26.9	2024-09-02T00:00:00Z
43247-024-01583-5	16.7	27.65	2024-08-30T00:00:00Z
43246-024-00617-x	16.9	31.76	2024-08-30T00:00:00Z
43246-024-00683-1	22.2	59.38	2024-10-31T00:00:00Z
43247-024-01614-1	15.6	27.47	2024-08-30T00:00:00Z
43247-024-01628-9	17.9	29.28	2024-08-29T00:00:00Z
43247-024-01619-w	17.5	30.44	2024-08-30T00:00:00Z
43247-024-01638-7	15.8	27.37	2024-09-03T00:00:00Z
43247-024-01645-8	17.7	27.88	2024-09-03T00:00:00Z
43246-024-00618-w	17.8	29.45	2024-08-28T00:00:00Z
43246-024-00620-2	18.7	30.55	2024-08-29T00:00:00Z
43247-024-01643-w	16.9	25.11	2024-09-02T00:00:00Z
43247-024-01629-8	16.3	28.12	2024-09-02T00:00:00Z
43246-024-00592-3	16.2	26.96	2024-08-29T00:00:00Z
44182-024-00012-1	16.3	26.09	2024-08-26T00:00:00Z
44324-024-00024-3	17.8	29.74	2024-08-13T00:00:00Z
44306-024-00050-3	16.3	30.96	2024-08-12T00:00:00Z
44306-024-00046-z	17.3	29.91	2024-08-13T00:00:00Z
44298-024-00044-2	16.0	27.65	2024-08-12T00:00:00Z
44276-024-00081-7	17.4	27.03	2024-08-13T00:00:00Z
44271-024-00121-5	16.5	28.06	2024-08-14T00:00:00Z
44298-024-00042-4	17.1	26.32	2024-08-13T00:00:00Z
44324-024-00023-4	16.8	25.4	2024-08-13T00:00:00Z
44276-024-00082-6	16.8	22.51	2024-08-19T00:00:00Z
44276-024-00078-2	17.6	27.21	2024-08-19T00:00:00Z
44324-024-00021-6	16.2	25.34	2024-08-13T00:00:00Z
44324-024-00035-0	16.8	47.23	2024-10-18T00:00:00Z
43018-024-00803-3	18.6	28.08	2024-08-26T00:00:00Z
43018-024-00790-5	19.4	27.14	2024-07-23T00:00:00Z
43018-024-00792-3	18.0	25.23	2024-07-23T00:00:00Z
43247-024-01802-z	16.3	28.87	2024-10-30T00:00:00Z
43247-024-01723-x	16.3	29.04	2024-11-01T00:00:00Z
43247-024-01794-w	17.3	28.86	2024-10-30T00:00:00Z
43247-024-01537-x	15.1	27.01	2024-07-12T00:00:00Z
43246-024-00554-9	17.2	29.79	2024-07-06T00:00:00Z
43247-024-01952-0	20.2	54.64	2024-12-18T00:00:00Z
43017-024-00579-1	22.4	25.7	2024-07-11T00:00:00Z
43247-024-01807-8	17.5	26.27	2024-10-28T00:00:00Z
43247-024-01800-1	17.1	24.71	2024-10-29T00:00:00Z
43247-024-01812-x	16.1	27.3	2024-10-26T00:00:00Z
43247-024-01782-0	16.7	26.49	2024-10-29T00:00:00Z
43247-024-01810-z	16.4	27.77	2024-10-29T00:00:00Z
43247-024-01815-8	17.3	32.4	2024-10-26T00:00:00Z
43018-024-00756-7	16.5	27.01	2024-04-18T00:00:00Z
43247-024-01818-5	17.8	28.82	2024-10-29T00:00:00Z
43247-024-01820-x	17.8	28.7	2024-10-29T00:00:00Z
43247-024-01804-x	18.2	30.44	2024-10-29T00:00:00Z
43247-024-01809-6	17.6	29.28	2024-10-29T00:00:00Z
43247-024-01811-y	17.2	26.9	2024-10-26T00:00:00Z
43247-024-01486-5	15.4	24.06	2024-06-20T00:00:00Z
43247-024-01647-6	18.9	31.36	2024-09-28T00:00:00Z
43247-024-01699-8	16.5	28.64	2024-09-28T00:00:00Z
43247-024-01654-7	16.2	28.06	2024-09-26T00:00:00Z
43247-024-01673-4	18.0	28.82	2024-09-28T00:00:00Z
