doi	fk_idx	cole_idx	date
44220-024-00226-0	17.0	26.38	2024-04-01T00:00:00Z
44221-024-00221-w	18.2	28.76	2024-04-03T00:00:00Z
44221-024-00264-z	16.3	54.1	2024-06-05T00:00:00Z
44259-024-00059-y	17.9	28.23	2024-11-18T00:00:00Z
44271-024-00158-6	16.6	30.54	2024-11-18T00:00:00Z
44276-024-00092-4	17.7	25.12	2024-08-28T00:00:00Z
44259-023-00017-0	18.0	29.34	2024-01-16T00:00:00Z
44306-023-00003-2	17.8	31.77	2024-01-04T00:00:00Z
44276-023-00029-3	17.7	28.77	2024-01-30T00:00:00Z
44271-024-00055-y	16.0	27.7	2024-01-12T00:00:00Z
44271-023-00045-6	16.4	27.71	2024-01-10T00:00:00Z
44324-023-00003-0	16.2	24.76	2024-01-29T00:00:00Z
44271-023-00048-3	15.0	20.52	2024-01-03T00:00:00Z
44298-023-00013-1	17.4	28.88	2024-01-24T00:00:00Z
44294-023-00003-x	17.2	28.17	2024-01-08T00:00:00Z
44298-023-00011-3	16.0	28.4	2024-01-09T00:00:00Z
44271-023-00053-6	15.6	28.86	2024-01-03T00:00:00Z
44276-024-00038-w	19.3	27.79	2024-01-29T00:00:00Z
44276-023-00028-4	19.2	28.77	2024-01-23T00:00:00Z
44294-023-00004-w	17.5	26.38	2024-01-23T00:00:00Z
44276-023-00035-5	17.6	24.94	2024-01-23T00:00:00Z
44271-023-00051-8	15.8	27.7	2024-01-05T00:00:00Z
44277-024-00014-9	22.1	30.52	2024-08-02T00:00:00Z
44276-024-00095-1	19.4	25.81	2024-09-09T00:00:00Z
44276-024-00090-6	20.2	33.06	2024-09-04T00:00:00Z
44306-024-00052-1	16.7	32.69	2024-09-04T00:00:00Z
44324-024-00029-y	17.4	30.09	2024-10-11T00:00:00Z
44259-024-00048-1	16.6	27.59	2024-10-10T00:00:00Z
44259-024-00045-4	20.0	30.33	2024-10-10T00:00:00Z
44298-024-00051-3	17.3	30.67	2024-09-02T00:00:00Z
44303-024-00046-y	56.8	98.98	2024-10-07T00:00:00Z
44324-024-00026-1	18.0	29.51	2024-10-04T00:00:00Z
44298-024-00057-x	17.9	28.75	2024-10-04T00:00:00Z
44306-024-00044-1	22.7	39.08	2024-10-01T00:00:00Z
44259-024-00046-3	18.3	30.21	2024-10-01T00:00:00Z
44306-024-00047-y	17.6	28.99	2024-10-01T00:00:00Z
44296-024-00036-6	19.2	36.17	2024-10-01T00:00:00Z
43246-024-00726-7	16.1	28.75	2024-12-24T00:00:00Z
43247-024-01959-7	16.2	27.42	2024-12-24T00:00:00Z
43018-024-00857-3	16.5	27.55	2024-12-17T00:00:00Z
43018-024-00867-1	18.2	30.38	2024-12-17T00:00:00Z
43016-024-01040-8	17.8	26.74	2024-09-16T00:00:00Z
43018-024-00830-0	17.3	27.48	2024-10-01T00:00:00Z
43247-024-01971-x	17.6	29.74	2024-12-23T00:00:00Z
43247-024-01912-8	17.1	28.18	2024-12-23T00:00:00Z
43018-024-00822-0	17.7	29.29	2024-09-10T00:00:00Z
43587-024-00751-8	16.4	28.81	2024-11-25T00:00:00Z
43016-024-01053-3	19.0	29.35	2024-10-08T00:00:00Z
43017-024-00602-5	16.8	49.95	2024-09-30T00:00:00Z
43587-024-00755-4	17.6	33.1	2024-11-13T00:00:00Z
43247-024-01946-y	18.7	29.28	2024-12-21T00:00:00Z
43247-024-01920-8	17.1	28.18	2024-12-21T00:00:00Z
43246-024-00722-x	17.8	30.55	2024-12-21T00:00:00Z
43247-024-01866-x	16.3	29.1	2024-11-12T00:00:00Z
43247-024-01826-5	17.6	28.75	2024-11-13T00:00:00Z
43247-024-01877-8	15.6	27.77	2024-11-14T00:00:00Z
43018-024-00810-4	18.3	29.11	2024-08-29T00:00:00Z
43016-024-01031-9	18.4	34.49	2024-08-30T00:00:00Z
43587-024-00762-5	18.4	27.89	2024-11-22T00:00:00Z
43247-024-01915-5	17.0	28.53	2024-12-20T00:00:00Z
43246-024-00718-7	17.0	29.17	2024-12-20T00:00:00Z
43247-024-01953-z	16.3	29.68	2024-12-19T00:00:00Z
43247-024-01944-0	17.1	24.82	2024-12-19T00:00:00Z
43246-024-00709-8	17.7	31.19	2024-12-19T00:00:00Z
44276-024-00074-6	18.8	26.51	2024-07-02T00:00:00Z
44276-024-00068-4	20.1	28.89	2024-07-02T00:00:00Z
44222-024-00230-0	15.9	26.73	2024-08-12T00:00:00Z
44220-024-00262-w	22.5	34.05	2024-05-13T00:00:00Z
44271-024-00151-z	17.8	25.4	2024-10-29T00:00:00Z
44271-024-00154-w	16.8	27.72	2024-10-28T00:00:00Z
44306-024-00056-x	13.0	20.29	2024-10-26T00:00:00Z
44271-024-00152-y	16.1	27.3	2024-10-26T00:00:00Z
44276-024-00067-5	20.2	28.02	2024-06-20T00:00:00Z
44271-024-00178-2	16.2	25.21	2024-12-20T00:00:00Z
44271-024-00149-7	14.3	26.77	2024-10-22T00:00:00Z
44271-024-00142-0	16.5	27.3	2024-10-25T00:00:00Z
44298-024-00060-2	16.5	28.29	2024-10-23T00:00:00Z
44271-024-00150-0	16.2	28.87	2024-10-23T00:00:00Z
44276-024-00103-4	20.0	29.47	2024-10-23T00:00:00Z
44182-024-00014-z	15.8	26.95	2024-10-22T00:00:00Z
44276-024-00104-3	17.4	25.17	2024-10-23T00:00:00Z
44294-024-00024-0	17.2	22.97	2024-06-10T00:00:00Z
44220-023-00198-7	19.9	33.18	2024-01-10T00:00:00Z
43247-024-01808-7	17.8	27.2	2024-11-11T00:00:00Z
43246-024-00694-y	16.7	27.83	2024-11-11T00:00:00Z
43247-024-01962-y	16.0	28.05	2024-12-18T00:00:00Z
43246-024-00723-w	15.9	28.92	2024-12-18T00:00:00Z
43018-024-00821-1	17.3	26.5	2024-09-11T00:00:00Z
43247-024-01847-0	15.1	26.61	2024-11-08T00:00:00Z
43246-024-00692-0	16.6	30.83	2024-11-07T00:00:00Z
43018-024-00793-2	16.3	28.99	2024-07-03T00:00:00Z
43016-024-01058-y	16.3	53.12	2024-09-12T00:00:00Z
43018-024-00842-w	18.3	21.87	2024-11-08T00:00:00Z
43247-024-01886-7	16.8	27.37	2024-12-16T00:00:00Z
43246-024-00688-w	16.3	27.19	2024-11-02T00:00:00Z
43018-024-00845-7	17.4	56.02	2024-10-01T00:00:00Z
43018-024-00773-6	18.2	32.98	2024-10-30T00:00:00Z
43018-024-00816-y	17.6	27.84	2024-08-28T00:00:00Z
43017-024-00598-y	16.8	47.63	2024-09-23T00:00:00Z
43018-024-00774-5	18.2	22.8	2024-10-30T00:00:00Z
43018-024-00814-0	16.7	28.41	2024-08-23T00:00:00Z
43247-024-01931-5	16.0	25.63	2024-12-13T00:00:00Z
43247-024-01979-3	20.2	54.24	2024-12-31T00:00:00Z
43246-023-00423-x	15.6	26.03	2024-01-16T00:00:00Z
43247-023-01168-8	15.9	24.29	2024-01-12T00:00:00Z
43246-023-00439-3	14.9	27.7	2024-01-05T00:00:00Z
43018-024-00753-w	17.6	28.29	2024-04-29T00:00:00Z
43018-024-00796-z	15.6	24.93	2024-07-15T00:00:00Z
43018-024-00724-1	17.4	56.02	2024-01-10T00:00:00Z
43018-023-00719-4	15.1	54.1	2024-01-05T00:00:00Z
43018-023-00693-x	20.0	26.57	2024-01-17T00:00:00Z
43018-023-00700-1	16.1	24.01	2024-01-24T00:00:00Z
43018-023-00698-6	19.3	24.77	2024-01-26T00:00:00Z
43018-023-00654-4	19.4	29.23	2024-01-30T00:00:00Z
43247-024-01659-2	15.9	25.11	2024-09-16T00:00:00Z
43246-024-00624-y	16.5	27.77	2024-09-12T00:00:00Z
43246-024-00631-z	14.6	27.18	2024-09-13T00:00:00Z
43247-024-01678-z	17.6	31.77	2024-09-12T00:00:00Z
43247-024-01661-8	16.5	25.23	2024-09-12T00:00:00Z
43247-024-01669-0	17.0	29.17	2024-09-15T00:00:00Z
43247-024-01581-7	14.7	27.01	2024-09-16T00:00:00Z
43247-024-01664-5	19.0	30.61	2024-09-12T00:00:00Z
43247-024-01615-0	18.3	29.63	2024-09-13T00:00:00Z
43246-024-00625-x	17.1	29.68	2024-09-11T00:00:00Z
43247-024-01667-2	17.5	26.27	2024-09-12T00:00:00Z
43246-024-00632-y	17.3	29.85	2024-09-16T00:00:00Z
43247-024-01854-1	16.0	29.04	2024-11-07T00:00:00Z
43247-024-01783-z	16.1	29.73	2024-11-08T00:00:00Z
43247-024-01859-w	18.2	28.53	2024-11-08T00:00:00Z
43247-024-01743-7	17.7	29.04	2024-11-06T00:00:00Z
43247-024-01838-1	15.6	27.48	2024-11-08T00:00:00Z
43247-024-01833-6	17.1	29.91	2024-11-08T00:00:00Z
43247-024-01852-3	18.0	33.96	2024-11-06T00:00:00Z
43247-024-01848-z	18.2	29.17	2024-11-07T00:00:00Z
43247-024-01831-8	17.2	31.47	2024-11-06T00:00:00Z
43247-024-01839-0	16.5	28.7	2024-11-06T00:00:00Z
43247-024-01867-w	17.1	29.28	2024-11-08T00:00:00Z
43247-024-01850-5	15.2	24.93	2024-11-06T00:00:00Z
43247-024-01846-1	17.3	27.43	2024-11-06T00:00:00Z
43247-024-01775-z	18.2	31.36	2024-11-07T00:00:00Z
43247-024-01853-2	16.4	27.65	2024-11-08T00:00:00Z
43246-024-00689-9	17.2	28.98	2024-11-08T00:00:00Z
43247-024-01837-2	16.6	22.45	2024-11-07T00:00:00Z
43246-024-00682-2	14.7	27.07	2024-11-06T00:00:00Z
43247-024-01832-7	17.5	24.12	2024-11-08T00:00:00Z
43247-024-01856-z	16.1	28.05	2024-11-08T00:00:00Z
43247-024-01557-7	15.6	26.38	2024-07-30T00:00:00Z
43018-024-00766-5	15.1	54.57	2024-04-11T00:00:00Z
43018-024-00804-2	17.8	25.98	2024-08-29T00:00:00Z
43018-024-00795-0	16.2	22.73	2024-07-24T00:00:00Z
43018-024-00791-4	21.9	41.93	2024-07-24T00:00:00Z
43247-024-01835-4	14.9	26.2	2024-11-03T00:00:00Z
43247-024-01819-4	15.2	27.77	2024-11-03T00:00:00Z
43247-024-01829-2	15.8	25.8	2024-11-04T00:00:00Z
44306-024-00027-2	17.6	29.74	2024-07-25T00:00:00Z
44298-024-00034-4	17.1	25.34	2024-07-25T00:00:00Z
44296-024-00028-6	15.7	24.41	2024-07-25T00:00:00Z
44259-024-00036-5	18.5	28.53	2024-08-02T00:00:00Z
44306-024-00049-w	16.4	31.87	2024-08-02T00:00:00Z
44271-024-00119-z	15.8	28.05	2024-07-26T00:00:00Z
44303-024-00029-z	17.4	26.15	2024-08-02T00:00:00Z
44271-024-00117-1	17.0	27.72	2024-08-01T00:00:00Z
44306-024-00042-3	18.4	31.59	2024-07-25T00:00:00Z
44277-024-00013-w	19.8	22.8	2024-07-24T00:00:00Z
44298-024-00047-z	16.8	28.12	2024-08-02T00:00:00Z
44324-024-00019-0	16.8	28.18	2024-08-02T00:00:00Z
44306-024-00045-0	15.7	28.86	2024-08-02T00:00:00Z
44306-024-00040-5	16.9	29.73	2024-07-25T00:00:00Z
44298-024-00040-6	17.3	27.95	2024-08-02T00:00:00Z
44303-024-00028-0	17.8	28.99	2024-08-02T00:00:00Z
44276-024-00073-7	19.6	29.24	2024-07-25T00:00:00Z
44259-024-00038-3	16.5	26.96	2024-08-02T00:00:00Z
44296-024-00032-w	15.5	23.53	2024-08-02T00:00:00Z
44306-024-00048-x	16.3	29.28	2024-08-02T00:00:00Z
44303-024-00050-2	18.6	55.55	2024-10-11T00:00:00Z
44271-024-00104-6	15.4	25.04	2024-07-18T00:00:00Z
44306-024-00039-y	17.0	29.91	2024-07-17T00:00:00Z
44306-024-00041-4	14.9	25.96	2024-07-17T00:00:00Z
43018-023-00706-9	17.6	28.3	2024-01-16T00:00:00Z
43018-024-00723-2	16.4	26.79	2024-02-13T00:00:00Z
43018-023-00718-5	25.4	49.63	2024-02-28T00:00:00Z
43016-024-00939-6	24.6	37.36	2024-02-19T00:00:00Z
43246-024-00699-7	17.4	31.02	2024-11-29T00:00:00Z
43247-024-01604-3	17.7	29.04	2024-08-22T00:00:00Z
43247-024-01632-z	16.9	28.18	2024-08-27T00:00:00Z
43246-024-00605-1	17.1	30.26	2024-08-21T00:00:00Z
43247-024-01611-4	15.1	26.26	2024-08-20T00:00:00Z
43247-024-01571-9	16.2	27.77	2024-08-27T00:00:00Z
43246-024-00589-y	16.3	27.07	2024-08-21T00:00:00Z
43246-024-00594-1	15.3	31.24	2024-08-20T00:00:00Z
43246-024-00615-z	15.7	29.5	2024-08-26T00:00:00Z
43246-024-00599-w	16.2	28.46	2024-08-21T00:00:00Z
43247-024-01631-0	16.5	28.29	2024-08-26T00:00:00Z
43247-024-01617-y	16.7	26.32	2024-08-23T00:00:00Z
43246-024-00601-5	16.2	27.59	2024-08-20T00:00:00Z
43246-024-00585-2	18.1	33.74	2024-08-22T00:00:00Z
43247-024-01624-z	15.2	26.14	2024-08-27T00:00:00Z
43247-024-01591-5	16.2	28.12	2024-08-22T00:00:00Z
43247-024-01542-0	16.9	25.86	2024-08-21T00:00:00Z
43247-024-01610-5	16.4	28.58	2024-08-20T00:00:00Z
43247-024-01594-2	17.0	27.08	2024-08-21T00:00:00Z
43247-024-01613-2	16.3	27.25	2024-08-22T00:00:00Z
43247-024-01618-x	16.5	25.85	2024-08-23T00:00:00Z
43247-024-01620-3	16.7	28.52	2024-08-21T00:00:00Z
43246-024-00586-1	16.0	27.18	2024-08-20T00:00:00Z
43247-024-01625-y	15.1	26.26	2024-08-27T00:00:00Z
44220-024-00212-6	21.7	39.49	2024-02-09T00:00:00Z
44222-024-00155-8	16.7	15.03	2024-02-15T00:00:00Z
44221-023-00181-7	17.2	28.82	2024-01-15T00:00:00Z
44276-024-00089-z	17.3	27.72	2024-09-17T00:00:00Z
44303-024-00039-x	21.4	38.85	2024-09-17T00:00:00Z
44303-024-00037-z	17.7	29.51	2024-09-17T00:00:00Z
44298-023-00012-2	16.2	28.7	2024-01-16T00:00:00Z
44276-023-00027-5	20.5	22.81	2024-01-11T00:00:00Z
44276-023-00030-w	18.2	26.28	2024-01-24T00:00:00Z
44221-024-00235-4	21.4	25.88	2024-04-26T00:00:00Z
44222-024-00181-6	19.0	21.93	2024-04-16T00:00:00Z
44264-024-00035-z	15.4	26.43	2024-12-05T00:00:00Z
44259-024-00065-0	17.3	29.45	2024-12-05T00:00:00Z
44259-024-00053-4	17.4	30.84	2024-12-05T00:00:00Z
44168-024-00195-1	16.4	52.03	2024-11-19T00:00:00Z
44168-024-00164-8	17.2	25.74	2024-10-07T00:00:00Z
44183-024-00088-0	16.6	27.94	2024-10-08T00:00:00Z
44184-024-00092-9	18.3	30.67	2024-10-08T00:00:00Z
44168-024-00168-4	19.7	34.38	2024-10-07T00:00:00Z
44184-024-00091-w	17.8	28.41	2024-10-06T00:00:00Z
44185-024-00060-8	15.1	26.67	2024-10-01T00:00:00Z
44183-024-00086-2	18.7	31.54	2024-09-29T00:00:00Z
44184-024-00090-x	19.0	29.97	2024-10-03T00:00:00Z
44183-024-00084-4	17.1	26.5	2024-09-30T00:00:00Z
44184-024-00086-7	16.9	27.6	2024-09-30T00:00:00Z
44183-024-00082-6	24.2	41.46	2024-10-02T00:00:00Z
44172-024-00187-3	16.6	28.57	2024-03-07T00:00:00Z
44172-024-00199-z	14.7	22.5	2024-03-21T00:00:00Z
44160-024-00484-x	16.0	30.14	2024-02-22T00:00:00Z
44161-024-00432-0	18.3	30.33	2024-02-19T00:00:00Z
44172-024-00304-2	16.4	26.9	2024-11-12T00:00:00Z
44161-023-00418-4	18.0	33.5	2024-02-08T00:00:00Z
44184-024-00100-y	16.1	26.96	2024-11-14T00:00:00Z
44172-024-00307-z	18.9	28.36	2024-11-14T00:00:00Z
44160-023-00479-0	17.4	30.78	2024-01-30T00:00:00Z
44172-024-00315-z	17.0	28.98	2024-11-09T00:00:00Z
44159-024-00337-6	15.0	16.52	2024-07-10T00:00:00Z
44160-023-00462-9	17.3	30.9	2024-01-04T00:00:00Z
44172-024-00318-w	17.8	29.16	2024-11-09T00:00:00Z
44172-024-00320-2	15.7	27.41	2024-11-11T00:00:00Z
44172-024-00297-y	16.7	26.14	2024-11-09T00:00:00Z
44172-024-00229-w	17.4	31.6	2024-06-21T00:00:00Z
44172-024-00231-2	16.6	32.45	2024-06-21T00:00:00Z
44172-024-00236-x	16.0	27.36	2024-06-25T00:00:00Z
44183-024-00070-w	17.8	30.03	2024-06-19T00:00:00Z
44172-024-00222-3	16.6	26.96	2024-06-25T00:00:00Z
44184-024-00077-8	17.9	26.39	2024-06-27T00:00:00Z
44172-024-00227-y	16.5	28.06	2024-06-19T00:00:00Z
44172-024-00234-z	16.6	27.88	2024-06-25T00:00:00Z
44184-024-00075-w	18.3	29.46	2024-06-19T00:00:00Z
44168-024-00190-6	16.8	23.73	2024-11-18T00:00:00Z
44183-024-00069-3	17.0	25.92	2024-06-07T00:00:00Z
44184-024-00071-0	16.3	27.42	2024-06-07T00:00:00Z
44172-024-00219-y	15.8	27.48	2024-06-17T00:00:00Z
44172-024-00226-z	17.3	24.7	2024-06-18T00:00:00Z
44184-024-00074-x	16.9	30.95	2024-06-18T00:00:00Z
44183-024-00068-4	16.5	26.96	2024-06-14T00:00:00Z
44184-024-00072-z	15.6	24.47	2024-06-07T00:00:00Z
44172-024-00225-0	21.8	35.62	2024-06-18T00:00:00Z
44168-024-00172-8	15.8	26.44	2024-10-13T00:00:00Z
44184-024-00087-6	14.9	25.67	2024-11-06T00:00:00Z
44168-024-00124-2	17.2	27.25	2024-06-03T00:00:00Z
44172-024-00220-5	19.1	32.23	2024-05-31T00:00:00Z
44172-024-00216-1	16.4	28.58	2024-05-22T00:00:00Z
44184-024-00078-7	18.3	28.53	2024-07-08T00:00:00Z
44185-024-00072-4	18.1	26.45	2024-12-12T00:00:00Z
44184-024-00110-w	19.3	33.52	2024-12-21T00:00:00Z
44184-024-00097-4	16.4	29.22	2024-10-27T00:00:00Z
44184-024-00099-2	17.2	24.76	2024-10-28T00:00:00Z
44159-024-00292-2	15.2	16.94	2024-02-28T00:00:00Z
44161-024-00425-z	21.2	57.83	2024-01-15T00:00:00Z
44183-024-00100-7	17.5	24.94	2024-12-19T00:00:00Z
44185-024-00038-6	17.5	31.65	2024-03-20T00:00:00Z
44183-024-00046-w	17.1	27.95	2024-03-02T00:00:00Z
44172-024-00193-5	17.4	23.84	2024-03-16T00:00:00Z
44172-024-00196-2	15.1	25.85	2024-03-22T00:00:00Z
44168-024-00104-6	16.9	26.27	2024-03-13T00:00:00Z
44172-024-00200-9	19.0	35.41	2024-03-21T00:00:00Z
44172-024-00184-6	16.1	29.04	2024-03-18T00:00:00Z
44183-024-00049-7	16.6	27.13	2024-03-07T00:00:00Z
44172-024-00191-7	15.7	29.04	2024-03-13T00:00:00Z
44168-024-00098-1	17.3	24.01	2024-03-06T00:00:00Z
44168-023-00097-8	17.9	25.92	2024-03-05T00:00:00Z
44172-024-00194-4	18.0	27.77	2024-03-19T00:00:00Z
44168-024-00102-8	19.0	26.34	2024-03-06T00:00:00Z
44183-024-00054-w	15.2	22.97	2024-03-22T00:00:00Z
44168-023-00095-w	16.7	28.12	2024-03-14T00:00:00Z
44172-024-00197-1	18.0	31.93	2024-03-18T00:00:00Z
44168-023-00096-9	14.2	27.13	2024-03-20T00:00:00Z
44172-024-00180-w	16.6	26.84	2024-02-23T00:00:00Z
44184-023-00049-4	17.2	25.98	2024-02-27T00:00:00Z
44172-024-00173-9	17.7	28.46	2024-02-09T00:00:00Z
44172-024-00169-5	17.1	31.47	2024-02-07T00:00:00Z
44172-024-00171-x	15.9	22.67	2024-02-07T00:00:00Z
44168-023-00091-0	17.9	29.74	2024-02-27T00:00:00Z
44183-024-00043-z	16.4	27.65	2024-02-18T00:00:00Z
44172-024-00179-3	16.4	27.48	2024-02-24T00:00:00Z
44168-023-00084-z	16.3	29.57	2024-02-07T00:00:00Z
44183-024-00041-1	18.9	34.5	2024-02-12T00:00:00Z
44172-024-00174-8	15.8	25.91	2024-02-10T00:00:00Z
44172-024-00181-9	18.0	33.03	2024-02-23T00:00:00Z
44172-024-00177-5	15.3	26.03	2024-02-16T00:00:00Z
44185-023-00033-3	18.3	29.34	2024-02-21T00:00:00Z
44172-023-00139-3	19.1	31.89	2024-02-23T00:00:00Z
43856-024-00585-w	16.6	25.4	2024-08-16T00:00:00Z
43856-024-00578-9	16.5	25.97	2024-08-12T00:00:00Z
43856-024-00583-y	16.9	26.27	2024-08-16T00:00:00Z
43856-024-00589-6	17.4	28.18	2024-08-15T00:00:00Z
43856-024-00582-z	18.4	29.34	2024-08-09T00:00:00Z
43856-024-00580-1	15.1	24.93	2024-08-07T00:00:00Z
43856-024-00552-5	16.1	24.06	2024-08-09T00:00:00Z
42949-024-00178-5	18.2	30.04	2024-08-04T00:00:00Z
43856-024-00574-z	16.6	25.34	2024-08-06T00:00:00Z
43856-024-00572-1	16.0	26.89	2024-08-06T00:00:00Z
42949-024-00179-4	16.7	26.38	2024-08-06T00:00:00Z
43587-024-00597-0	16.9	30.78	2024-04-15T00:00:00Z
43856-024-00575-y	17.3	26.73	2024-07-26T00:00:00Z
42949-024-00174-9	16.2	28.46	2024-08-02T00:00:00Z
42949-024-00177-6	18.1	27.66	2024-07-24T00:00:00Z
43856-024-00571-2	17.1	26.38	2024-07-29T00:00:00Z
43856-024-00576-x	17.7	26.45	2024-08-01T00:00:00Z
42949-024-00175-8	16.0	24.35	2024-07-31T00:00:00Z
43856-024-00581-0	18.1	30.56	2024-08-02T00:00:00Z
42949-024-00176-7	18.0	28.12	2024-07-24T00:00:00Z
43856-024-00568-x	17.1	26.09	2024-07-24T00:00:00Z
43587-024-00764-3	23.6	41.53	2024-11-08T00:00:00Z
43587-024-00744-7	17.0	25.4	2024-11-27T00:00:00Z
43587-024-00736-7	24.9	45.41	2024-10-04T00:00:00Z
43856-024-00723-4	17.9	28.29	2024-12-28T00:00:00Z
43587-024-00697-x	16.6	27.65	2024-09-09T00:00:00Z
43587-024-00732-x	16.3	22.62	2024-10-25T00:00:00Z
43587-024-00779-w	16.9	22.22	2024-11-26T00:00:00Z
43856-024-00693-7	16.6	27.48	2024-12-26T00:00:00Z
44160-024-00661-y	16.4	31.75	2024-10-09T00:00:00Z
43588-024-00742-0	21.6	41.93	2024-11-21T00:00:00Z
43588-024-00685-6	18.1	30.43	2024-09-12T00:00:00Z
43856-024-00674-w	17.2	24.0	2024-12-19T00:00:00Z
43856-024-00686-6	18.3	28.01	2024-12-19T00:00:00Z
43856-024-00700-x	16.9	27.08	2024-12-19T00:00:00Z
43856-024-00694-6	17.0	28.18	2024-12-19T00:00:00Z
43856-024-00692-8	16.7	27.3	2024-12-19T00:00:00Z
43856-024-00688-4	16.5	26.49	2024-12-19T00:00:00Z
43856-024-00695-5	17.2	27.08	2024-12-20T00:00:00Z
43587-024-00770-5	16.9	29.33	2024-12-13T00:00:00Z
43587-024-00733-w	19.4	36.93	2024-12-13T00:00:00Z
43587-024-00769-y	18.0	31.08	2024-12-13T00:00:00Z
43587-024-00771-4	16.9	26.38	2024-12-13T00:00:00Z
43587-024-00767-0	16.1	25.28	2024-12-13T00:00:00Z
43856-024-00705-6	16.6	24.82	2024-12-18T00:00:00Z
43856-024-00706-5	17.9	28.06	2024-12-18T00:00:00Z
43856-024-00711-8	16.9	27.77	2024-12-18T00:00:00Z
43587-024-00682-4	19.2	28.24	2024-08-14T00:00:00Z
43587-024-00759-0	18.8	32.25	2024-11-20T00:00:00Z
43856-024-00637-1	16.8	27.66	2024-12-16T00:00:00Z
43587-024-00704-1	17.1	26.44	2024-09-09T00:00:00Z
43856-024-00655-z	16.3	24.58	2024-11-02T00:00:00Z
43587-024-00684-2	15.9	23.55	2024-08-09T00:00:00Z
43856-024-00562-3	17.5	29.39	2024-07-04T00:00:00Z
43856-024-00539-2	15.7	26.9	2024-07-11T00:00:00Z
43856-024-00567-y	17.2	24.07	2024-07-12T00:00:00Z
43856-024-00506-x	17.2	26.62	2024-07-08T00:00:00Z
43856-024-00549-0	15.9	26.61	2024-07-11T00:00:00Z
42949-024-00171-y	16.5	25.33	2024-07-12T00:00:00Z
43856-024-00537-4	17.6	32.58	2024-07-06T00:00:00Z
43856-024-00525-8	16.5	27.59	2024-07-02T00:00:00Z
43856-024-00563-2	17.7	28.93	2024-07-11T00:00:00Z
42949-024-00167-8	17.8	28.81	2024-07-04T00:00:00Z
43856-024-00647-z	18.4	24.47	2024-11-08T00:00:00Z
43856-024-00629-1	19.0	30.16	2024-10-23T00:00:00Z
42949-024-00165-w	16.6	27.3	2024-06-25T00:00:00Z
43856-024-00557-0	17.3	26.73	2024-06-27T00:00:00Z
43856-024-00531-w	18.0	32.3	2024-06-19T00:00:00Z
43856-024-00543-6	15.9	26.56	2024-07-01T00:00:00Z
43856-024-00546-3	16.9	24.65	2024-06-24T00:00:00Z
43856-024-00553-4	16.7	28.23	2024-06-25T00:00:00Z
43856-024-00558-z	18.0	28.76	2024-06-27T00:00:00Z
43856-024-00547-2	18.0	25.75	2024-06-13T00:00:00Z
43856-024-00530-x	16.7	28.35	2024-06-06T00:00:00Z
43856-024-00535-6	19.0	27.78	2024-06-12T00:00:00Z
43856-024-00542-7	18.1	27.55	2024-06-18T00:00:00Z
43856-024-00519-6	16.5	26.67	2024-06-07T00:00:00Z
43856-024-00545-4	15.7	23.02	2024-06-14T00:00:00Z
43856-024-00493-z	16.0	29.44	2024-06-06T00:00:00Z
43856-023-00408-4	15.8	27.14	2024-06-11T00:00:00Z
44333-024-00007-3	17.0	28.81	2024-10-17T00:00:00Z
44334-024-00007-8	16.1	22.96	2024-10-11T00:00:00Z
44304-024-00026-7	15.2	25.97	2024-10-10T00:00:00Z
44325-024-00027-5	14.9	27.41	2024-10-11T00:00:00Z
44304-024-00027-6	15.6	26.03	2024-10-10T00:00:00Z
44310-024-00006-9	16.4	31.69	2024-05-02T00:00:00Z
44310-024-00004-x	15.4	25.27	2024-05-02T00:00:00Z
44287-023-00010-9	19.7	23.08	2024-01-11T00:00:00Z
44286-024-00047-z	18.2	29.11	2024-03-26T00:00:00Z
44304-024-00047-2	16.6	24.59	2024-12-13T00:00:00Z
44328-024-00016-9	19.1	30.73	2024-12-13T00:00:00Z
44333-024-00016-2	24.5	46.39	2024-11-29T00:00:00Z
42255-024-01172-y	19.7	31.31	2024-12-06T00:00:00Z
42255-024-01159-9	15.2	26.38	2024-11-04T00:00:00Z
42256-024-00916-5	17.8	28.06	2024-10-21T00:00:00Z
42255-024-01149-x	18.7	31.65	2024-10-18T00:00:00Z
43018-024-00869-z	17.6	31.13	2024-12-11T00:00:00Z
42255-024-01160-2	19.5	27.9	2024-12-13T00:00:00Z
42255-024-01147-z	18.7	32.35	2024-12-06T00:00:00Z
42256-024-00959-8	16.7	25.34	2024-12-05T00:00:00Z
42255-024-01143-3	16.0	28.4	2024-10-14T00:00:00Z
42254-024-00785-2	15.8	15.38	2024-11-14T00:00:00Z
42256-024-00798-7	16.3	23.42	2024-02-15T00:00:00Z
42256-024-00957-w	15.3	23.84	2024-12-04T00:00:00Z
42255-024-01150-4	18.8	27.9	2024-10-29T00:00:00Z
42255-024-01155-z	16.7	27.25	2024-10-28T00:00:00Z
42256-024-00954-z	20.2	18.46	2024-12-10T00:00:00Z
42256-024-00913-8	17.3	30.49	2024-10-22T00:00:00Z
42256-024-00908-5	17.4	30.32	2024-10-07T00:00:00Z
42255-024-01141-5	16.3	56.48	2024-10-23T00:00:00Z
42256-024-00894-8	15.6	25.16	2024-10-01T00:00:00Z
42255-024-01171-z	17.4	57.47	2024-11-05T00:00:00Z
42256-024-00953-0	14.0	15.08	2024-12-05T00:00:00Z
