doi	isHuman	fk_prct	ai_words	txt_words
nphoton.2012.205	100.0	0.0	0	2313
nphoton.2012.282	100.0	4.21	135	2463
am201256	87.5	18.38	517	2289
ijos201249	62.5	31.16	452	1263
nchem.1405	100.0	0.0	0	2263
nmeth.1861	100.0	0.0	0	2135
nmeth.1871	100.0	11.96	333	2268
nmeth.1894	100.0	2.03	57	2304
nrcardio.2012.108	75.0	27.59	718	2145
nrgastro.2012.196	100.0	10.21	284	2243
nrrheum.2012.156	75.0	20.87	537	2144
nrurol.2012.178	62.5	40.76	948	2048
nchem.1481	100.0	8.03	223	2298
ngeo1425	100.0	1.14	35	2425
ngeo1426	100.0	4.26	134	2491
ngeo1441	100.0	2.03	58	2245
ngeo1473	100.0	5.16	168	2515
ngeo1477	100.0	2.33	72	2465
ngeo1481	100.0	2.36	71	2340
ngeo1610	100.0	0.0	0	2323
ngeo1612	100.0	0.0	0	2404
ngeo1613	100.0	0.0	0	2329
ngeo1614	100.0	0.0	0	2095
ngeo1615	100.0	0.0	0	2330
ngeo1619	100.0	0.0	0	2256
ngeo1622	100.0	0.0	0	2460
ngeo1626	100.0	0.0	0	2438
ngeo1627	100.0	0.0	0	2319
ngeo1629	100.0	1.74	55	2438
ngeo1641	100.0	3.29	97	2329
nutd201226	12.5	67.46	1488	2153
srep00364	100.0	6.08	168	2322
srep00365	100.0	0.0	0	2300
srep00367	37.5	56.29	1445	2441
srep00368	100.0	2.84	83	2232
srep00369	100.0	0.0	0	2412
srep00370	100.0	0.0	0	551
srep00371	100.0	0.0	0	2515
srep00372	100.0	2.48	77	2430
srep00374	100.0	0.0	0	2389
srep00375	75.0	28.21	743	2230
srep00376	100.0	15.71	437	2265
srep00377	87.5	13.4	374	2475
srep00378	75.0	19.45	240	1234
srep00380	37.5	57.44	1355	2253
srep00381	100.0	0.0	0	2544
srep00382	100.0	0.89	28	2527
srep00383	100.0	1.34	39	2347
srep00388	100.0	0.0	0	2466
srep00389	100.0	1.55	43	2230
srep00391	100.0	0.0	0	2365
srep00392	100.0	0.0	0	2529
srep00393	100.0	0.0	0	2254
srep00408	100.0	0.0	0	2400
srep00717	100.0	11.71	322	2356
srep00722	100.0	0.0	0	252
srep00725	100.0	0.0	0	2722
srep00726	100.0	2.38	72	2437
srep00728	100.0	1.58	50	2452
ijosup201215	62.5	44.02	1143	2184
ijosup201217	62.5	35.49	919	2160
ijosup201220	50.0	53.62	1243	2099
ijosup201221	100.0	8.83	244	2206
ijosup201222	100.0	0.0	0	2333
nclimate1528	100.0	0.0	0	2246
srep00329	100.0	0.0	0	2282
srep00330	100.0	0.0	0	2344
srep00333	100.0	0.0	0	2323
srep00335	100.0	0.0	0	2477
srep00337	100.0	0.0	0	1211
srep00338	100.0	4.84	148	2469
srep00339	100.0	2.36	68	2397
srep00340	100.0	0.0	0	2478
srep00343	100.0	1.6	53	2426
srep00344	100.0	0.0	0	2334
srep00346	100.0	1.65	48	2318
srep00348	100.0	0.0	0	2768
srep00349	75.0	20.52	545	2269
srep00358	100.0	0.0	0	2626
srep00359	100.0	5.45	141	2261
srep00360	100.0	0.0	0	2469
srep00701	37.5	51.58	1346	2422
srep00705	100.0	2.51	66	2216
srep00712	100.0	0.0	0	879
tp2012115	100.0	13.58	356	2242
tp2012122	50.0	51.05	1205	2239
ngeo1451	100.0	4.34	68	1214
ngeo1541	100.0	0.0	0	2415
ngeo1547	100.0	0.0	0	2356
ngeo1548	100.0	4.15	110	2264
ngeo1549	100.0	0.0	0	2282
ngeo1552	100.0	0.0	0	2334
ngeo1553	100.0	1.16	36	2253
ngeo1554	100.0	0.0	0	2361
ngeo1556	100.0	6.64	210	2540
ngeo1557	100.0	0.0	0	2331
ngeo1559	100.0	0.0	0	2302
ngeo1568	100.0	2.27	64	2201
ngeo1571	100.0	5.9	136	2306
ngeo1581	100.0	0.0	0	2242
ngeo1583	100.0	0.0	0	537
ngeo1611	100.0	0.0	0	2294
ngeo1617	100.0	1.67	50	2307
ngeo1634	100.0	0.0	0	2234
nnano.2012.161	100.0	0.0	0	2344
nphoton.2012.286	100.0	0.0	0	2356
nphoton.2012.298	100.0	0.0	0	2666
nphoton.2012.300	100.0	0.0	0	2513
nphoton.2012.302	100.0	0.0	0	2482
nphoton.2012.306	100.0	0.0	0	2440
nphoton.2012.307	100.0	0.0	0	2268
nphoton.2012.312	100.0	0.0	0	2517
nphoton.2012.313	100.0	0.0	0	2541
nphoton.2012.314	100.0	0.0	0	2418
nphoton.2012.315	100.0	3.25	114	2346
ismej2012153	75.0	28.0	686	2241
nnano.2012.116	100.0	1.07	30	2261
nnano.2012.128	100.0	0.0	0	2396
nnano.2012.131	100.0	2.2	68	2468
nnano.2012.134	100.0	5.72	160	2302
nnano.2012.142	100.0	0.0	0	2597
nnano.2012.144	100.0	0.0	0	2361
nnano.2012.145	100.0	3.61	112	2513
nnano.2012.146	100.0	0.0	0	2312
nnano.2012.147	100.0	3.96	116	2430
nnano.2012.151	100.0	0.0	0	2677
nnano.2012.152	100.0	6.05	182	2694
nnano.2012.84	100.0	0.0	0	2303
nprot.2012.137	100.0	8.29	218	2241
nprot.2012.140	100.0	8.22	234	2228
mi201232	100.0	0.0	0	2202
mi201235	75.0	20.53	539	2350
mi201236	75.0	25.01	614	2307
mi201237	75.0	28.72	787	2367
mi201238	50.0	64.5	1568	2138
mi201239	75.0	29.93	766	2248
mi201241	62.5	40.55	948	2063
mi201242	75.0	22.47	677	2564
mi201243	75.0	22.6	556	2126
mi201251	87.5	19.4	536	2380
mi201272	62.5	45.86	1219	2259
ngeo1376	100.0	0.0	0	2187
ngeo1391	100.0	1.77	62	2401
ngeo1428	100.0	0.0	0	2489
ngeo1475	100.0	0.0	0	700
ijosup201216	100.0	12.82	360	2202
ijosup201218	62.5	38.34	984	2251
ijosup201223	75.0	25.68	712	2221
nclimate1424	100.0	5.97	165	2309
nclimate1433	100.0	0.0	0	2450
nclimate1434	100.0	0.0	0	2308
nclimate1435	100.0	0.0	0	2254
nclimate1447	100.0	0.0	0	2249
nclimate1448	100.0	0.0	0	2435
nclimate1449	100.0	0.0	0	2317
nclimate1453	100.0	0.0	0	2386
nclimate1454	100.0	2.15	68	2355
nclimate1555	100.0	0.0	0	2266
srep00486	100.0	1.4	42	2292
srep00492	100.0	0.0	0	2290
srep00493	100.0	0.0	0	2216
srep00494	75.0	27.87	662	2234
srep00496	100.0	0.0	0	255
srep00497	100.0	0.0	0	2231
srep00498	87.5	14.27	361	2423
srep00501	100.0	13.39	372	2377
srep00504	100.0	1.67	58	2626
srep00506	100.0	0.0	0	317
srep00508	100.0	0.0	0	2522
srep00510	100.0	0.0	0	2411
srep00774	100.0	2.1	65	2300
nclimate1371	100.0	0.0	0	2211
nclimate1461	100.0	0.0	0	2321
nclimate1465	100.0	0.0	0	2234
nclimate1473	100.0	0.0	0	2401
nclimate1486	100.0	0.0	0	2299
nclimate1489	100.0	0.0	0	2326
nclimate1491	100.0	0.0	0	2348
nclimate1497	100.0	0.0	0	2403
nclimate1499	100.0	0.0	0	2420
nclimate1505	100.0	4.31	133	2414
srep00511	100.0	3.28	102	2432
srep00518	100.0	7.58	211	2271
srep00519	100.0	1.36	46	2569
srep00520	100.0	0.0	0	2308
srep00522	100.0	0.0	0	2485
srep00523	100.0	0.0	0	2462
srep00524	100.0	0.0	0	590
srep00525	100.0	5.63	167	2281
srep00528	100.0	1.54	35	2268
srep00547	100.0	0.0	0	2529
srep00553	100.0	0.0	0	2426
tp2012123	62.5	39.37	1014	2242
ngeo1356	100.0	0.0	0	2344
ngeo1358	100.0	0.0	0	1729
ngeo1359	100.0	0.0	0	2232
ngeo1364	100.0	4.28	135	2399
ngeo1372	100.0	0.0	0	2353
ngeo1373	100.0	0.0	0	2408
ngeo1374	100.0	0.0	0	2437
ngeo1375	100.0	0.0	0	2310
ngeo1377	100.0	0.0	0	2400
ngeo1378	100.0	2.53	76	2310
ngeo1379	100.0	2.15	61	2447
ngeo1380	100.0	0.0	0	2195
ngeo1394	100.0	0.0	0	2279
ngeo1406	100.0	0.0	0	2471
ngeo1499	100.0	1.31	39	2289
nnano.2012.119	100.0	0.0	0	2387
nnano.2012.160	100.0	0.0	0	2562
nnano.2012.163	100.0	1.45	38	2207
nnano.2012.165	100.0	0.0	0	2372
ncomms2159	100.0	11.18	294	2198
ncomms2161	100.0	0.0	0	2365
ncomms2179	100.0	0.0	0	2457
ncomms2181	75.0	31.74	890	2396
ncomms2182	100.0	0.0	0	2252
ncomms2183	100.0	0.0	0	2450
ncomms2194	100.0	5.61	172	2396
ncomms2200	100.0	1.2	40	2507
ncomms2205	100.0	5.83	156	2380
ncomms2207	100.0	0.88	27	2399
ncomms2220	100.0	0.0	0	2298
ncomms2270	50.0	47.42	1169	2332
ncomms2276	25.0	69.1	1661	2248
ncomms2282	100.0	0.0	0	2332
ncomms2283	75.0	23.66	618	2370
ncomms2287	100.0	0.0	0	1925
ncomms2291	100.0	0.0	0	2294
ncomms2292	100.0	0.79	27	2330
ncomms2295	12.5	69.84	1817	2571
ncomms2296	100.0	0.0	0	2448
ncomms2297	100.0	0.0	0	2229
ncomms2298	100.0	11.69	337	2381
ncomms2300	100.0	0.0	0	2362
ncomms2301	100.0	5.91	168	2265
ncomms2302	100.0	2.34	17	472
ncomms2306	100.0	2.03	57	2330
ncomms2307	100.0	0.0	0	2236
ncomms2308	100.0	0.0	0	2268
ncomms2311	100.0	0.0	0	2490
ncomms2313	50.0	49.53	1212	2241
ncomms2315	100.0	0.0	0	2318
nmeth.2175	100.0	0.0	0	2272
nmeth.2215	100.0	6.68	209	2415
nrendo.2012.201	50.0	50.73	1245	2191
nrneph.2012.239	75.0	33.58	879	2200
nmeth.1903	100.0	10.38	301	2339
nmeth.1904	100.0	0.0	0	2293
nmeth.1925	100.0	0.0	0	2455
nmeth.1928	100.0	0.0	0	2382
nmeth.1932	100.0	0.0	0	2462
nmeth.2013	100.0	11.32	325	2284
nmeth.2071	100.0	0.0	0	2250
nmeth.2074	100.0	0.0	0	1923
nmeth.2208	100.0	6.15	177	2322
nmeth.2209	100.0	4.92	151	2399
nmeth.2211	100.0	4.11	109	2229
nmeth.2213	100.0	1.68	53	2407
nphys2474	100.0	2.17	62	2299
nrendo.2012.217	75.0	21.65	571	2197
nrendo.2012.230	50.0	55.24	1307	2121
nrrheum.2012.208	62.5	45.99	1099	2147
nmeth.2148	100.0	0.0	0	1861
nmeth.2152	100.0	0.0	0	2468
nmeth.2249	100.0	2.11	62	2388
nrrheum.2012.188	75.0	23.84	586	2162
nchembio.1116	100.0	13.63	358	2188
nchembio.1120	100.0	0.0	0	2325
nchembio.1131	100.0	4.47	132	2395
nmeth.2227	100.0	1.8	59	2336
nmeth.2248	100.0	0.0	0	2307
nphys2492	100.0	5.76	170	2444
nrneurol.2012.255	62.5	57.77	1403	2155
nrneurol.2012.258	75.0	35.27	911	2182
nclimate1725	100.0	1.25	41	2314
nclimate1727	100.0	8.03	221	2288
nclimate1731	100.0	0.0	0	2208
nclimate1732	100.0	0.0	0	2288
nclimate1743	100.0	1.89	50	2283
ncomms1617	100.0	0.0	0	2405
ncomms1719	100.0	0.0	0	2421
ncomms1723	100.0	0.0	0	2377
ncomms1729	100.0	0.41	14	2584
ncomms1740	100.0	0.0	0	2460
ncomms1746	100.0	0.0	0	2440
ncomms1748	100.0	6.63	222	2699
ncomms1751	100.0	0.0	0	2348
ncomms1753	100.0	0.0	0	2485
ncomms1757	100.0	0.0	0	2219
ncomms1758	100.0	0.0	0	2512
ncomms1761	100.0	0.0	0	2521
ncomms1763	100.0	0.0	0	2411
ncomms1782	100.0	0.0	0	2488
ncomms2065	100.0	5.89	160	2285
ncomms2076	100.0	0.0	0	2503
ncomms2077	100.0	1.5	47	2480
ncomms2093	100.0	0.0	0	2408
ncomms2096	100.0	4.63	151	2587
ncomms2098	100.0	0.0	0	2371
ncomms2100	100.0	0.0	0	2429
ncomms2107	100.0	2.06	57	2237
ncomms2108	100.0	0.0	0	2345
ncomms2146	100.0	11.25	301	2262
ncomms2271	100.0	0.0	0	2115
ncomms2314	100.0	0.0	0	2521
ncomms1613	100.0	0.0	0	2236
ncomms1614	100.0	0.0	0	2418
ncomms1619	100.0	2.62	85	2512
ncomms1621	87.5	15.76	456	2546
ncomms1626	100.0	1.68	59	2645
ncomms1628	100.0	0.0	0	2360
ncomms1632	100.0	0.0	0	2206
ncomms1635	100.0	0.0	0	402
ncomms1637	100.0	0.0	0	2290
ncomms1638	100.0	4.18	144	2633
ncomms1639	100.0	0.0	0	2698
ncomms1640	100.0	0.0	0	2693
ncomms1641	100.0	0.0	0	2289
ncomms1642	100.0	8.09	235	2305
ncomms1647	100.0	10.73	305	2412
ncomms1649	100.0	6.33	192	2462
ncomms1657	100.0	0.0	0	2488
ncomms1658	100.0	0.0	0	2439
ncomms1662	100.0	0.0	0	2402
ncomms1691	100.0	2.01	63	2512
ncomms1694	100.0	0.0	0	2321
ncomms1699	100.0	0.0	0	2132
ncomms1700	100.0	2.33	72	2384
ncomms2055	100.0	0.0	0	2396
ncomms2064	100.0	0.0	0	2288
ncomms2067	100.0	0.0	0	2491
ncomms2069	100.0	13.51	358	2212
ncomms2070	100.0	7.88	218	2213
ncomms2074	50.0	57.91	1393	2192
ncomms2078	100.0	0.0	0	2477
ncomms2112	87.5	17.69	484	2205
nchembio.1134	100.0	3.33	91	2216
nchembio.1135	100.0	0.0	0	2402
nchembio.1140	100.0	10.46	290	2276
bcj201241	75.0	22.34	570	2176
srep00234	100.0	0.0	0	2293
srep00240	100.0	12.1	330	2248
srep00244	100.0	2.03	60	2428
srep00246	100.0	13.22	388	2407
srep00248	100.0	4.41	149	2665
srep00252	100.0	0.0	0	2353
srep00255	100.0	0.0	0	2485
srep00261	100.0	0.0	0	2231
srep00263	100.0	0.0	0	2173
srep00265	100.0	1.41	43	2370
srep00269	100.0	8.57	235	2358
srep00277	100.0	0.0	0	2349
srep00279	100.0	9.59	267	2294
srep00281	100.0	0.0	0	2321
srep00283	100.0	0.0	0	2599
srep00685	100.0	0.0	0	2234
srep00688	100.0	1.62	54	2431
srep00692	100.0	1.16	36	2267
srep00693	37.5	56.39	1384	2290
srep00695	100.0	1.87	55	2429
srep00696	100.0	0.0	0	2362
srep00697	100.0	13.6	372	2253
tp2012103	100.0	12.35	355	2359
nchembio.1021	100.0	0.0	0	2250
nchembio.1059	75.0	24.58	644	2274
nchembio.1060	75.0	21.08	563	2339
nchembio.1062	100.0	9.36	295	2483
nchembio.1064	100.0	3.96	113	2344
nchembio.1065	100.0	13.9	375	2309
nphys2429	100.0	0.0	0	2626
nphys2442	100.0	0.0	0	2523
nphys2387	100.0	0.0	0	2407
nprot.2012.133	100.0	1.74	44	2103
nprot.2012.141	100.0	1.74	54	2369
nprot.2012.143	100.0	2.86	90	2528
nprot.2012.145	100.0	2.33	69	2246
nchembio.769	100.0	0.0	0	2456
nchembio.770	62.5	47.03	1095	2141
nchembio.773	100.0	18.3	481	2316
nphys2219	100.0	0.0	0	2636
nrendo.2012.171	25.0	75.13	1746	2239
nrrheum.2012.148	100.0	5.72	152	2166
nclimate1577	100.0	8.33	223	2222
nclimate1581	100.0	0.0	0	2344
nclimate1615	100.0	0.0	0	2352
nutd201225	12.5	74.5	1659	2078
srep00537	62.5	36.05	528	1330
srep00549	100.0	0.0	0	1850
srep00626	100.0	0.0	0	2460
srep00627	100.0	4.8	137	2427
srep00628	100.0	0.0	0	2587
srep00630	100.0	0.0	0	2359
srep00631	62.5	38.04	860	2216
srep00632	100.0	0.0	0	2339
srep00633	100.0	0.0	0	2437
srep00634	50.0	57.74	1408	2242
srep00635	100.0	8.52	236	2213
srep00640	75.0	29.97	740	2253
srep00641	100.0	2.42	90	2353
srep00644	100.0	0.0	0	2389
srep00645	100.0	5.09	171	2540
srep00646	100.0	4.09	131	2596
srep00912	100.0	0.0	0	2276
srep00914	100.0	0.0	0	2487
tp2012121	100.0	2.85	81	2285
nchembio.1092	100.0	2.64	82	2497
nchembio.1094	100.0	7.52	209	2265
nchembio.1096	100.0	12.31	358	2400
nchembio.1105	100.0	10.75	291	2299
nchembio.1108	100.0	1.7	51	2308
nphys2239	100.0	0.0	0	2414
nphys2294	100.0	3.33	99	2394
nphys2299	100.0	0.0	0	2362
nphys2309	100.0	0.0	0	2674
nphys2322	100.0	0.0	0	2513
nphys2331	100.0	0.0	0	2608
nphys2332	100.0	0.0	0	2215
nnano.2012.208	100.0	0.0	0	2376
nphys2356	100.0	0.0	0	2540
nphys2362	100.0	0.0	0	2354
nphys2375	100.0	0.0	0	2515
nphys2376	100.0	0.0	0	2388
nphys2377	100.0	0.0	0	2505
nphys2380	100.0	0.0	0	2975
nphys2383	100.0	0.0	0	2977
nphys2384	100.0	0.0	0	2483
nphys2405	100.0	0.0	0	2724
nphys2479	100.0	0.0	0	2488
nclimate1582	100.0	0.0	0	2300
nclimate1583	100.0	0.0	0	2283
nclimate1584	100.0	2.4	75	2430
nclimate1590	100.0	0.0	0	2457
nclimate1595	100.0	2.43	76	2372
nclimate1596	100.0	2.07	64	2337
nclimate1597	100.0	0.0	0	2358
nclimate1599	100.0	2.76	76	2354
srep00582	100.0	0.0	0	2361
srep00599	100.0	0.0	0	2482
srep00608	100.0	0.0	0	2257
srep00612	100.0	0.0	0	2457
srep00613	100.0	0.0	0	2380
srep00616	100.0	1.19	40	2417
srep00617	100.0	0.0	0	2341
srep00618	100.0	0.0	0	2389
srep00620	100.0	0.0	0	2627
srep00622	100.0	0.0	0	2240
srep00623	100.0	1.25	36	2308
srep00624	100.0	0.0	0	2256
srep00857	100.0	0.0	0	2251
srep00861	100.0	0.0	0	2294
