,doi,fk_idx,cole_idx,date
17,s41598-020-79303-0,16.4,24.18,2020-12-18T00:00:00Z
18,s41598-020-79442-4,18.0,24.89,2020-12-18T00:00:00Z
19,s41598-020-79461-1,16.9,26.09,2020-12-18T00:00:00Z
20,s41598-020-76125-y,15.4,24.23,2020-12-18T00:00:00Z
21,s41598-020-78612-8,15.6,25.56,2020-12-18T00:00:00Z
22,s41598-020-79473-x,14.4,26.32,2020-12-18T00:00:00Z
23,s41598-020-78570-1,18.2,29.87,2020-12-18T00:00:00Z
24,s41598-020-78969-w,15.8,28.69,2020-12-18T00:00:00Z
25,s41598-020-79191-4,15.1,21.68,2020-12-18T00:00:00Z
26,s41598-020-79234-w,17.2,25.8,2020-12-17T00:00:00Z
27,s41598-020-79135-y,19.0,31.36,2020-12-16T00:00:00Z
28,s41598-020-78793-2,17.8,27.08,2020-12-16T00:00:00Z
29,s41598-020-78619-1,17.3,28.11,2020-12-16T00:00:00Z
30,s41598-020-79034-2,15.9,28.75,2020-12-16T00:00:00Z
31,s41598-020-79185-2,17.4,27.14,2020-12-17T00:00:00Z
0,s41389-020-0224-1,16.9,26.56,2020-04-28T00:00:00Z
1,s41377-020-0289-9,16.9,29.56,2020-04-07T00:00:00Z
2,s41377-020-0295-y,18.8,30.38,2020-04-13T00:00:00Z
3,s41377-020-0284-1,18.0,31.08,2020-03-27T00:00:00Z
4,s41377-020-0291-2,17.3,30.55,2020-03-31T00:00:00Z
5,s41377-020-0297-9,17.1,27.02,2020-04-13T00:00:00Z
6,s41377-020-0287-y,17.4,28.99,2020-04-09T00:00:00Z
7,s41377-020-0294-z,18.5,33.97,2020-04-09T00:00:00Z
8,s41377-020-0285-0,17.1,30.2,2020-03-30T00:00:00Z
9,s41389-020-0223-2,15.4,26.43,2020-04-14T00:00:00Z
10,s41377-020-0278-z,17.8,28.46,2020-03-10T00:00:00Z
11,s41377-020-0269-0,17.3,31.13,2020-03-04T00:00:00Z
12,s41377-020-0280-5,16.9,28.24,2020-03-23T00:00:00Z
13,s41377-020-0264-5,17.5,30.73,2020-03-03T00:00:00Z
14,s41377-020-0283-2,16.3,29.04,2020-03-17T00:00:00Z
15,s41377-020-0271-6,16.3,25.63,2020-03-06T00:00:00Z
16,s41389-020-0221-4,16.5,29.33,2020-03-20T00:00:00Z
17,s41377-020-0267-2,16.0,28.63,2020-03-09T00:00:00Z
18,s41389-020-0217-0,17.3,26.67,2020-03-12T00:00:00Z
19,s41377-020-0279-y,18.7,34.84,2020-03-17T00:00:00Z
20,s41389-020-0212-5,17.9,26.21,2020-03-06T00:00:00Z
21,s41389-020-0215-2,16.0,26.56,2020-03-02T00:00:00Z
22,s41389-020-0222-3,17.8,28.58,2020-03-23T00:00:00Z
23,s41377-020-0260-9,20.9,35.89,2020-03-09T00:00:00Z
24,s41377-020-0282-3,17.3,29.27,2020-03-20T00:00:00Z
25,s41389-020-0218-z,18.4,29.17,2020-03-10T00:00:00Z
26,s41389-020-0220-5,16.7,27.3,2020-03-20T00:00:00Z
27,s41377-020-0266-3,16.4,27.83,2020-03-04T00:00:00Z
28,s41389-020-0216-1,17.4,25.63,2020-03-05T00:00:00Z
29,s41377-020-00367-8,20.6,29.58,2020-09-02T00:00:00Z
30,s41389-020-0214-3,17.4,28.18,2020-03-02T00:00:00Z
31,s41389-020-0219-y,15.7,25.4,2020-03-13T00:00:00Z
0,s42254-020-0202-8,19.3,17.53,2020-06-15T00:00:00Z
1,s42254-020-0224-2,16.6,28.81,2020-09-23T00:00:00Z
2,s42255-020-0223-8,21.5,36.36,2020-06-29T00:00:00Z
3,s42255-020-0239-0,15.7,20.36,2020-07-06T00:00:00Z
4,s42255-020-0202-0,17.4,56.48,2020-04-06T00:00:00Z
5,s42255-020-0178-9,17.5,29.33,2020-03-09T00:00:00Z
6,s42255-020-0175-z,16.9,27.08,2020-03-09T00:00:00Z
7,s42255-020-0179-8,16.4,27.54,2020-03-16T00:00:00Z
8,s42255-020-0181-1,17.7,28.65,2020-03-09T00:00:00Z
9,s42256-020-0160-y,16.1,27.99,2020-03-16T00:00:00Z
10,s42254-020-0228-y,19.3,36.29,2020-09-22T00:00:00Z
11,s42255-020-00280-9,17.0,27.89,2020-09-21T00:00:00Z
12,s42256-020-0174-5,19.2,34.32,2020-05-18T00:00:00Z
13,s42254-020-0185-5,15.1,24.35,2020-05-18T00:00:00Z
14,s42255-020-0170-4,17.4,28.99,2020-02-17T00:00:00Z
15,s42255-019-0166-0,17.2,30.2,2020-02-03T00:00:00Z
16,s42256-020-0149-6,17.4,27.94,2020-02-14T00:00:00Z
17,s42255-020-0169-x,17.2,29.33,2020-02-20T00:00:00Z
18,s42256-020-0153-x,17.3,29.21,2020-02-10T00:00:00Z
19,s42254-020-0181-9,17.2,19.09,2020-05-07T00:00:00Z
20,s42254-020-0187-3,14.6,14.86,2020-05-15T00:00:00Z
21,s42256-020-0168-3,18.4,30.02,2020-04-27T00:00:00Z
22,s42254-020-0215-3,16.3,19.03,2020-08-17T00:00:00Z
23,s42254-020-0161-0,16.3,55.03,2020-02-20T00:00:00Z
24,s42255-019-0160-6,18.3,28.41,2020-01-20T00:00:00Z
25,s42255-019-0156-2,17.4,28.93,2020-01-13T00:00:00Z
26,s42256-019-0135-z,16.6,30.54,2020-01-17T00:00:00Z
27,s42255-019-0159-z,18.3,27.43,2020-01-20T00:00:00Z
28,s42256-019-0132-2,17.7,28.06,2020-01-17T00:00:00Z
29,s42256-019-0138-9,22.3,38.86,2020-01-17T00:00:00Z
0,s42003-020-0979-0,15.8,24.35,2020-05-29T00:00:00Z
1,s42005-020-0361-z,15.9,29.56,2020-05-25T00:00:00Z
2,s42005-020-0371-x,16.2,28.17,2020-06-01T00:00:00Z
3,s42004-020-0318-x,16.2,27.19,2020-06-04T00:00:00Z
4,s41893-019-0459-z,17.3,27.19,2020-01-06T00:00:00Z
5,s41929-019-0411-7,17.2,29.1,2020-01-27T00:00:00Z
6,s41746-020-0268-9,15.8,25.74,2020-05-21T00:00:00Z
7,s42254-020-0238-9,12.8,18.32,2020-08-27T00:00:00Z
8,s41893-020-0593-7,23.3,41.99,2020-08-24T00:00:00Z
9,s42004-020-00438-2,16.3,28.17,2020-12-17T00:00:00Z
10,s41893-020-0528-3,19.8,28.65,2020-05-11T00:00:00Z
11,s41746-020-00338-8,16.7,25.39,2020-10-16T00:00:00Z
12,s42004-020-00382-1,15.7,29.15,2020-10-14T00:00:00Z
13,s42003-020-01295-4,16.1,28.11,2020-10-15T00:00:00Z
14,s42003-020-01307-3,17.2,24.24,2020-10-16T00:00:00Z
15,s42005-020-00443-w,18.7,33.05,2020-10-15T00:00:00Z
16,s42003-020-01298-1,16.7,27.19,2020-10-15T00:00:00Z
17,s42005-020-00448-5,16.6,27.42,2020-10-15T00:00:00Z
18,s42003-020-01302-8,17.4,26.61,2020-10-15T00:00:00Z
19,s42003-020-01321-5,13.7,25.09,2020-10-16T00:00:00Z
20,s42003-020-01317-1,16.5,26.84,2020-10-16T00:00:00Z
21,s42003-020-01300-w,16.1,28.23,2020-10-16T00:00:00Z
22,s42003-020-01305-5,18.5,25.46,2020-10-16T00:00:00Z
23,s41545-020-00088-w,24.6,32.66,2020-10-15T00:00:00Z
0,s41377-020-00382-9,15.5,29.79,2020-10-19T00:00:00Z
1,s41377-020-00413-5,17.9,34.25,2020-10-19T00:00:00Z
2,s41389-020-00277-9,19.0,31.31,2020-10-17T00:00:00Z
3,s41389-020-00274-y,18.0,29.92,2020-10-10T00:00:00Z
4,s41377-020-00412-6,15.6,26.44,2020-10-13T00:00:00Z
5,s41377-020-00410-8,18.9,28.94,2020-10-10T00:00:00Z
6,s41389-020-00275-x,17.0,26.79,2020-10-11T00:00:00Z
7,s41389-020-00272-0,15.9,27.36,2020-10-05T00:00:00Z
8,s41389-020-00270-2,17.5,29.74,2020-10-07T00:00:00Z
9,s41389-020-00269-9,17.0,27.66,2020-09-30T00:00:00Z
10,s41377-020-00403-7,17.4,31.07,2020-10-02T00:00:00Z
11,s41377-020-00409-1,17.3,27.65,2020-10-02T00:00:00Z
12,s41377-020-00434-0,19.4,31.02,2020-12-10T00:00:00Z
13,s41377-020-00405-5,15.5,23.31,2020-09-24T00:00:00Z
14,s41389-020-00268-w,17.3,28.01,2020-09-24T00:00:00Z
15,s41377-020-00406-4,18.4,34.26,2020-09-23T00:00:00Z
16,s41389-020-00271-1,16.2,26.9,2020-09-28T00:00:00Z
17,s41377-020-0324-x,18.8,32.06,2020-05-13T00:00:00Z
18,s41389-020-00267-x,17.0,26.44,2020-09-17T00:00:00Z
19,s41377-020-0320-1,16.8,29.85,2020-05-09T00:00:00Z
20,s41377-020-0326-8,14.6,28.46,2020-05-15T00:00:00Z
21,s41377-020-00401-9,17.4,25.51,2020-09-18T00:00:00Z
22,s41389-020-00266-y,16.8,28.41,2020-09-18T00:00:00Z
23,s41377-020-00398-1,15.7,29.91,2020-09-21T00:00:00Z
24,s41377-020-00402-8,17.7,29.39,2020-09-16T00:00:00Z
25,s41377-020-00400-w,17.2,29.73,2020-09-15T00:00:00Z
26,s41377-020-00399-0,17.4,28.41,2020-09-16T00:00:00Z
27,s41389-020-00265-z,17.0,28.41,2020-09-11T00:00:00Z
28,s41377-020-0306-z,18.0,28.07,2020-04-20T00:00:00Z
29,s41377-020-0304-1,17.3,29.15,2020-04-17T00:00:00Z
30,s41377-020-00388-3,17.9,30.78,2020-09-15T00:00:00Z
31,s41377-020-00386-5,17.0,32.34,2020-09-08T00:00:00Z
0,s41598-020-78257-7,15.8,24.29,2020-12-03T00:00:00Z
1,s41598-020-76967-6,15.5,27.47,2020-12-03T00:00:00Z
2,s41598-020-78330-1,16.7,28.75,2020-12-03T00:00:00Z
3,s41598-020-77868-4,17.1,28.53,2020-12-03T00:00:00Z
4,s41598-020-78156-x,16.4,25.56,2020-12-03T00:00:00Z
5,s41598-020-78012-y,15.8,31.07,2020-12-03T00:00:00Z
6,s41598-020-78342-x,19.7,30.1,2020-12-03T00:00:00Z
7,s41598-020-76491-7,16.2,28.29,2020-12-03T00:00:00Z
8,s41598-020-78168-7,15.9,25.98,2020-12-03T00:00:00Z
9,s41598-020-78187-4,17.5,25.8,2020-12-03T00:00:00Z
10,s41598-020-78104-9,16.2,25.62,2020-12-03T00:00:00Z
11,s41598-020-77114-x,15.5,25.97,2020-12-03T00:00:00Z
12,s41598-020-78321-2,15.6,24.7,2020-12-03T00:00:00Z
13,s41598-020-78246-w,21.2,31.61,2020-12-03T00:00:00Z
14,s41598-020-78147-y,15.9,26.09,2020-12-03T00:00:00Z
15,s41598-020-77833-1,17.0,27.83,2020-12-03T00:00:00Z
16,s41598-020-78039-1,18.4,31.95,2020-12-04T00:00:00Z
17,s41598-020-77027-9,17.6,28.06,2020-12-04T00:00:00Z
18,s41598-020-78102-x,19.8,34.38,2020-12-03T00:00:00Z
19,s41598-020-78333-y,16.3,28.35,2020-12-03T00:00:00Z
20,s41598-020-78008-8,19.4,38.27,2020-12-03T00:00:00Z
21,s41598-020-80559-9,16.7,27.25,2020-12-31T00:00:00Z
22,s41598-020-80069-8,17.3,29.5,2020-12-31T00:00:00Z
23,s41598-020-80255-8,15.7,29.62,2020-12-31T00:00:00Z
24,s41598-020-79882-y,17.2,30.95,2020-12-31T00:00:00Z
25,s41598-020-80649-8,18.8,31.09,2020-12-31T00:00:00Z
26,s41598-020-79527-0,16.5,25.51,2020-12-31T00:00:00Z
27,s41598-020-80253-w,16.1,28.24,2020-12-31T00:00:00Z
28,s41598-020-79232-y,15.7,28.81,2020-12-31T00:00:00Z
29,s41598-020-80444-5,16.8,23.49,2020-12-31T00:00:00Z
30,s41598-020-80562-0,19.1,28.64,2020-12-31T00:00:00Z
31,s41598-020-79817-7,17.1,25.17,2020-12-31T00:00:00Z
0,s42255-020-0200-2,18.5,32.29,2020-05-18T00:00:00Z
1,s42256-020-0181-6,17.5,27.21,2020-05-22T00:00:00Z
2,s42255-020-0208-7,19.9,27.55,2020-05-21T00:00:00Z
3,s42254-020-0191-7,11.2,17.28,2020-05-21T00:00:00Z
4,s42255-020-0207-8,20.9,21.24,2020-05-27T00:00:00Z
5,s42255-020-0173-1,20.3,33.17,2020-02-17T00:00:00Z
6,s42254-020-0157-9,13.6,25.44,2020-03-23T00:00:00Z
7,s42255-020-0182-0,23.1,25.94,2020-03-09T00:00:00Z
8,s42256-020-0178-1,16.3,26.22,2020-05-18T00:00:00Z
9,s42254-020-0203-7,18.7,37.15,2020-07-29T00:00:00Z
10,s42255-020-0177-x,19.6,23.96,2020-02-17T00:00:00Z
11,s42254-020-0159-7,15.6,13.7,2020-02-20T00:00:00Z
12,s42254-020-0205-5,20.7,27.9,2020-06-23T00:00:00Z
13,s42254-020-0212-6,10.0,8.59,2020-07-01T00:00:00Z
14,s42256-020-0195-0,22.0,37.06,2020-06-22T00:00:00Z
15,s42255-020-0190-0,16.8,27.25,2020-04-13T00:00:00Z
16,s42254-020-0179-3,18.0,16.48,2020-04-17T00:00:00Z
17,s42256-019-0142-0,19.5,25.59,2020-01-17T00:00:00Z
18,s42255-019-0163-3,17.5,29.86,2020-01-23T00:00:00Z
19,s42255-019-0164-2,18.6,24.42,2020-01-20T00:00:00Z
20,s42255-019-0165-1,22.9,40.01,2020-01-20T00:00:00Z
21,s42254-020-0201-9,19.2,23.96,2020-06-11T00:00:00Z
22,s42254-020-0200-x,16.4,17.87,2020-06-15T00:00:00Z
23,s42254-020-0196-2,17.9,20.77,2020-06-11T00:00:00Z
24,s42256-020-0194-1,20.9,39.6,2020-06-16T00:00:00Z
25,s42255-020-0188-7,19.5,33.16,2020-03-30T00:00:00Z
26,s42254-020-0175-7,16.4,17.24,2020-04-08T00:00:00Z
27,s42256-020-0169-2,22.4,33.07,2020-04-13T00:00:00Z
28,s42256-020-0197-y,17.7,23.55,2020-07-13T00:00:00Z
29,s42254-020-0198-0,20.1,31.55,2020-07-07T00:00:00Z
30,s42256-020-0184-3,26.5,31.57,2020-05-22T00:00:00Z
0,s41559-020-01283-1,18.0,31.61,2020-08-10T00:00:00Z
1,s41551-020-00605-9,22.8,34.35,2020-08-10T00:00:00Z
2,s41559-020-1147-0,14.8,42.72,2020-03-09T00:00:00Z
3,s41559-020-1228-0,19.0,50.06,2020-05-26T00:00:00Z
4,s41562-020-0904-z,15.3,51.16,2020-06-23T00:00:00Z
5,s41559-020-1250-2,13.9,14.62,2020-06-23T00:00:00Z
6,s41559-020-1244-0,21.1,37.87,2020-06-26T00:00:00Z
7,s41559-020-1196-4,21.3,35.08,2020-05-11T00:00:00Z
8,s41551-020-0557-2,17.2,31.88,2020-05-18T00:00:00Z
9,s41559-020-1182-x,17.0,26.85,2020-05-04T00:00:00Z
10,s41551-020-0556-3,16.8,25.29,2020-05-11T00:00:00Z
11,s41562-020-0858-1,14.2,23.36,2020-05-04T00:00:00Z
12,s41562-020-0886-x,17.5,25.74,2020-05-18T00:00:00Z
13,s41551-019-0508-y,18.0,32.28,2020-02-03T00:00:00Z
14,s41559-019-1084-y,18.5,28.06,2020-02-03T00:00:00Z
15,s41550-020-1173-5,15.9,26.73,2020-08-24T00:00:00Z
16,s41559-020-1122-9,17.2,30.08,2020-02-24T00:00:00Z
17,s41551-020-0516-y,17.4,28.99,2020-02-12T00:00:00Z
18,s41559-020-1110-0,19.3,35.48,2020-02-10T00:00:00Z
19,s41559-020-1099-4,19.8,36.57,2020-02-10T00:00:00Z
20,s41559-020-1101-1,17.9,26.96,2020-02-10T00:00:00Z
21,s41559-020-1113-x,18.0,33.9,2020-02-24T00:00:00Z
22,s41559-020-01301-2,19.7,33.23,2020-09-01T00:00:00Z
23,s41550-020-1080-9,16.1,26.38,2020-05-11T00:00:00Z
24,s41550-020-1143-y,16.3,24.93,2020-07-20T00:00:00Z
25,s41550-020-1154-8,13.5,35.7,2020-07-13T00:00:00Z
26,s41550-020-1161-9,20.6,45.56,2020-07-09T00:00:00Z
27,s41550-020-1160-x,13.5,35.12,2020-07-09T00:00:00Z
28,s41550-020-1153-9,22.3,53.5,2020-07-13T00:00:00Z
29,s41570-020-00221-w,19.3,23.26,2020-10-05T00:00:00Z
30,s41559-020-1279-2,15.8,25.92,2020-07-29T00:00:00Z
31,s41562-020-0926-6,21.6,36.49,2020-07-27T00:00:00Z
0,s41598-020-77925-y,20.5,31.43,2020-11-30T00:00:00Z
1,s41598-020-77857-7,18.2,29.11,2020-11-30T00:00:00Z
2,s41598-020-77829-x,18.9,29.29,2020-11-30T00:00:00Z
3,s41598-020-78093-9,17.6,24.82,2020-11-30T00:00:00Z
4,s41598-020-77944-9,16.3,25.8,2020-11-30T00:00:00Z
5,s41598-020-76490-8,15.6,26.38,2020-11-30T00:00:00Z
6,s41598-020-77931-0,17.0,30.49,2020-11-30T00:00:00Z
7,s41598-020-77634-6,14.7,28.05,2020-11-30T00:00:00Z
8,s41598-020-76079-1,18.4,32.53,2020-11-30T00:00:00Z
9,s41598-020-77641-7,17.3,28.82,2020-11-30T00:00:00Z
10,s41598-020-77967-2,17.4,26.61,2020-11-30T00:00:00Z
11,s41598-020-78040-8,17.3,27.72,2020-11-30T00:00:00Z
12,s41598-020-78076-w,17.1,26.03,2020-11-30T00:00:00Z
13,s41598-020-77529-6,17.0,30.38,2020-11-30T00:00:00Z
14,s41598-020-77555-4,17.7,26.97,2020-11-30T00:00:00Z
15,s41598-020-77998-9,15.1,24.64,2020-11-30T00:00:00Z
16,s41598-020-78960-5,15.9,34.12,2020-12-28T00:00:00Z
17,s41598-020-79595-2,16.5,25.4,2020-12-28T00:00:00Z
18,s41558-020-00917-3,16.2,29.33,2020-10-19T00:00:00Z
19,s41598-020-79800-2,16.1,28.24,2020-12-28T00:00:00Z
20,s41598-020-79388-7,17.1,25.34,2020-12-28T00:00:00Z
21,s41598-020-79374-z,17.4,25.8,2020-12-28T00:00:00Z
22,s41598-020-79645-9,15.6,24.71,2020-12-28T00:00:00Z
23,s41598-020-78627-1,19.9,27.72,2020-12-28T00:00:00Z
24,s41598-020-79245-7,18.0,31.54,2020-12-28T00:00:00Z
25,s41598-020-80061-2,17.6,28.19,2020-12-28T00:00:00Z
26,s41598-020-79495-5,17.2,28.24,2020-12-28T00:00:00Z
27,s41598-020-79724-x,15.1,27.83,2020-12-28T00:00:00Z
28,s41598-020-77661-3,15.5,28.97,2020-11-27T00:00:00Z
29,s41598-020-76869-7,17.9,30.61,2020-11-26T00:00:00Z
30,s41598-020-77805-5,16.5,28.35,2020-11-26T00:00:00Z
31,s41598-020-77299-1,18.2,29.52,2020-11-27T00:00:00Z
0,s41439-020-0092-4,17.3,14.97,2020-03-19T00:00:00Z
1,s41407-020-0270-8,17.0,17.58,2020-03-20T00:00:00Z
2,s41407-020-0278-0,19.3,17.94,2020-03-20T00:00:00Z
3,s41597-020-0485-8,18.8,31.65,2020-05-11T00:00:00Z
4,s41407-020-0266-4,13.4,12.02,2020-03-20T00:00:00Z
5,s41597-020-0492-9,16.5,28.0,2020-05-15T00:00:00Z
6,s41407-020-0273-5,15.0,16.13,2020-03-20T00:00:00Z
7,s41597-020-0432-8,18.6,56.02,2020-03-10T00:00:00Z
8,s41597-020-0488-5,14.5,29.04,2020-05-20T00:00:00Z
9,s41407-020-0260-x,23.6,19.21,2020-03-20T00:00:00Z
10,s41407-020-0375-0,19.7,20.26,2020-07-17T00:00:00Z
11,s41407-020-0382-1,6.4,13.15,2020-07-17T00:00:00Z
12,s41407-020-0368-z,16.2,30.59,2020-07-17T00:00:00Z
13,s41407-020-0370-5,17.0,23.03,2020-07-17T00:00:00Z
14,s41407-020-0373-2,14.2,15.14,2020-07-17T00:00:00Z
15,s41407-020-0378-x,13.6,15.25,2020-07-17T00:00:00Z
16,s41407-020-0369-y,15.0,26.21,2020-07-17T00:00:00Z
17,s41407-020-0371-4,19.3,24.6,2020-07-17T00:00:00Z
18,s41407-020-0376-z,19.0,30.54,2020-07-17T00:00:00Z
19,s41597-020-00584-1,17.4,54.57,2020-07-16T00:00:00Z
20,s41407-020-0374-1,19.3,21.18,2020-07-17T00:00:00Z
21,s41597-020-00589-w,16.3,53.58,2020-07-17T00:00:00Z
22,s41407-020-0372-3,17.8,19.21,2020-07-17T00:00:00Z
23,s41407-020-0238-8,24.0,18.0,2020-02-21T00:00:00Z
24,s41597-020-0416-8,18.6,56.02,2020-02-28T00:00:00Z
25,s41407-020-0245-9,24.1,34.62,2020-02-21T00:00:00Z
26,s41407-020-0244-x,33.9,68.14,2020-02-21T00:00:00Z
27,s41597-020-0466-y,18.2,29.51,2020-04-29T00:00:00Z
28,s41597-020-0473-z,15.2,25.04,2020-05-01T00:00:00Z
29,s41407-020-0242-z,14.6,16.08,2020-02-21T00:00:00Z
30,s41407-020-0239-7,32.4,66.85,2020-02-21T00:00:00Z
31,s41407-020-0240-1,10.1,13.61,2020-02-21T00:00:00Z
32,s41597-020-0455-1,18.0,28.99,2020-04-20T00:00:00Z
0,s41559-020-01334-7,17.4,31.54,2020-11-23T00:00:00Z
1,s41562-020-01023-2,22.5,40.55,2020-12-21T00:00:00Z
2,s41559-020-01368-x,25.2,49.47,2020-12-21T00:00:00Z
3,s41570-020-00245-2,18.3,14.52,2020-12-14T00:00:00Z
4,s41550-020-01246-3,15.4,26.67,2020-11-16T00:00:00Z
5,s41559-020-01327-6,18.0,32.75,2020-11-16T00:00:00Z
6,s41550-020-01249-0,15.6,26.03,2020-11-16T00:00:00Z
7,s41562-020-00964-y,16.2,29.39,2020-11-16T00:00:00Z
8,s41562-020-00968-8,17.3,24.93,2020-11-02T00:00:00Z
9,s41560-020-00717-1,22.6,35.1,2020-11-02T00:00:00Z
10,s41559-020-01322-x,15.4,25.33,2020-11-02T00:00:00Z
11,s41559-020-01325-8,17.9,31.41,2020-11-02T00:00:00Z
12,s41559-020-01323-w,16.5,28.81,2020-11-02T00:00:00Z
13,s41559-020-01329-4,18.6,31.54,2020-11-02T00:00:00Z
14,s41564-020-0770-5,18.9,22.04,2020-07-15T00:00:00Z
15,s41562-020-00971-z,16.0,26.89,2020-11-09T00:00:00Z
16,s41550-020-01248-1,15.4,25.22,2020-11-09T00:00:00Z
17,s41564-020-00813-8,18.8,30.74,2020-10-26T00:00:00Z
18,s41551-020-00634-4,16.9,30.43,2020-10-26T00:00:00Z
19,s41550-020-01275-y,14.9,27.41,2020-12-14T00:00:00Z
20,s41550-020-01266-z,13.8,24.11,2020-12-14T00:00:00Z
21,s41570-020-00243-4,21.2,21.35,2020-12-10T00:00:00Z
22,s41564-020-00825-4,21.0,58.45,2020-11-09T00:00:00Z
23,s41550-020-01269-w,14.8,23.02,2020-12-10T00:00:00Z
24,s41559-020-01381-0,15.2,16.6,2020-12-15T00:00:00Z
25,s41551-020-00635-3,19.7,27.49,2020-11-02T00:00:00Z
26,s41560-020-00716-2,16.6,26.68,2020-11-02T00:00:00Z
27,s41562-020-01010-7,24.7,40.2,2020-12-07T00:00:00Z
28,s41560-020-00719-z,16.5,28.64,2020-11-02T00:00:00Z
29,s41535-020-00290-6,16.3,28.06,2020-12-04T00:00:00Z
30,s41560-020-00692-7,16.3,28.7,2020-10-15T00:00:00Z
0,s41550-020-1165-5,17.8,29.04,2020-08-24T00:00:00Z
1,s41560-020-0652-3,16.4,28.0,2020-07-20T00:00:00Z
2,s41560-020-0662-1,17.7,24.71,2020-07-17T00:00:00Z
3,s41564-020-0755-4,17.2,28.4,2020-07-20T00:00:00Z
4,s41560-020-0653-2,15.5,26.03,2020-07-20T00:00:00Z
5,s41559-020-01352-5,18.3,30.68,2020-11-25T00:00:00Z
6,s41578-020-00244-1,16.2,19.03,2020-09-21T00:00:00Z
7,s41559-020-01360-5,20.0,29.75,2020-11-10T00:00:00Z
8,s41550-020-1174-4,16.5,26.9,2020-09-14T00:00:00Z
9,s41559-020-01359-y,20.7,28.55,2020-11-10T00:00:00Z
10,s41550-020-1157-5,13.4,47.18,2020-07-20T00:00:00Z
11,s41564-020-0773-2,17.4,30.2,2020-08-17T00:00:00Z
12,s41560-020-0673-y,19.2,28.3,2020-08-17T00:00:00Z
13,s41525-020-00159-4,16.3,27.36,2020-12-11T00:00:00Z
14,s41564-020-0776-z,17.4,28.75,2020-08-17T00:00:00Z
15,s41578-020-00240-5,16.3,17.4,2020-08-27T00:00:00Z
16,s41564-020-0752-7,17.0,28.06,2020-07-13T00:00:00Z
17,s41550-020-01242-7,16.9,27.77,2020-11-02T00:00:00Z
18,s41564-020-00797-5,17.2,30.84,2020-11-02T00:00:00Z
19,s41392-020-00434-x,36.3,63.35,2020-12-11T00:00:00Z
20,s41392-020-00417-y,36.3,63.35,2020-12-11T00:00:00Z
21,s41560-020-00701-9,11.1,42.08,2020-09-16T00:00:00Z
22,s41525-020-00161-w,17.7,28.29,2020-12-10T00:00:00Z
23,s41560-020-0668-8,21.5,37.98,2020-08-10T00:00:00Z
24,s41564-020-0762-5,18.7,28.06,2020-08-03T00:00:00Z
25,s41536-020-00109-9,18.9,28.3,2020-12-10T00:00:00Z
26,s41525-020-00162-9,17.1,26.67,2020-12-09T00:00:00Z
27,s41535-020-00294-2,19.1,31.48,2020-12-09T00:00:00Z
28,s41560-020-0667-9,17.4,28.93,2020-08-10T00:00:00Z
29,s41562-020-01011-6,21.4,18.52,2020-11-30T00:00:00Z
30,s41560-020-0677-7,16.8,25.58,2020-08-31T00:00:00Z
31,s41564-020-0774-1,19.0,32.12,2020-08-17T00:00:00Z
0,s41562-020-0830-0,26.5,101.24,2020-02-07T00:00:00Z
1,s41550-020-1062-y,16.1,24.76,2020-03-23T00:00:00Z
2,s41550-020-1022-6,25.3,50.61,2020-02-03T00:00:00Z
3,s41550-020-1044-0,20.6,78.26,2020-02-20T00:00:00Z
4,s41550-020-1168-2,19.6,31.78,2020-08-10T00:00:00Z
5,s41570-020-0200-5,15.8,23.2,2020-07-07T00:00:00Z
6,s41551-020-0588-8,21.0,30.28,2020-07-13T00:00:00Z
7,s41551-020-0596-8,17.2,25.28,2020-07-13T00:00:00Z
8,s41550-020-1148-6,16.9,14.51,2020-07-13T00:00:00Z
9,s41551-020-0586-x,20.3,34.91,2020-07-06T00:00:00Z
10,s41570-020-0211-2,18.9,20.6,2020-07-07T00:00:00Z
11,s41698-020-00130-7,16.9,29.51,2020-09-08T00:00:00Z
12,s41528-020-00084-7,16.8,28.3,2020-09-09T00:00:00Z
13,s41699-020-00166-0,15.6,27.29,2020-09-08T00:00:00Z
14,s41538-020-00072-1,18.7,31.89,2020-09-09T00:00:00Z
15,s41698-020-00132-5,17.6,28.48,2020-09-07T00:00:00Z
16,s41562-020-0920-z,16.1,27.88,2020-08-03T00:00:00Z
17,s41562-019-0817-x,16.5,80.02,2020-01-10T00:00:00Z
18,s41550-019-1004-8,24.1,49.05,2020-01-06T00:00:00Z
19,s41550-020-1011-9,18.2,30.5,2020-02-17T00:00:00Z
20,s41559-020-1100-2,17.8,50.47,2020-01-16T00:00:00Z
21,s41550-019-1001-y,30.4,73.77,2020-01-14T00:00:00Z
22,s41551-019-0511-3,21.2,56.03,2020-01-03T00:00:00Z
23,s41550-019-1005-7,10.9,36.96,2020-01-06T00:00:00Z
24,s41559-020-1255-x,17.3,28.57,2020-08-03T00:00:00Z
25,s41562-019-0816-y,26.5,105.88,2020-01-13T00:00:00Z
26,s41550-019-1003-9,22.1,58.26,2020-01-06T00:00:00Z
27,s41562-020-0821-1,16.5,71.72,2020-01-27T00:00:00Z
28,s41550-020-1122-3,19.2,20.9,2020-08-10T00:00:00Z
29,s41559-020-1178-6,17.7,34.31,2020-04-13T00:00:00Z
30,s41550-020-1177-1,13.9,19.43,2020-08-03T00:00:00Z
31,s41562-020-0878-x,14.4,23.31,2020-06-08T00:00:00Z
