,doi,fk_idx,cole_idx,date
32,s41562-020-0902-1,20.1,30.86,2020-06-19T00:00:00Z
0,s41597-020-00582-3,18.5,32.0,2020-07-20T00:00:00Z
1,s41438-020-00397-8,15.5,26.09,2020-11-01T00:00:00Z
2,s41439-020-0102-6,14.6,26.14,2020-05-18T00:00:00Z
3,s41439-020-0100-8,20.7,33.23,2020-05-12T00:00:00Z
4,s41438-020-00398-7,19.3,25.87,2020-11-01T00:00:00Z
5,s41407-020-0351-8,28.2,58.16,2020-06-19T00:00:00Z
6,s41407-020-0354-5,10.1,13.74,2020-06-19T00:00:00Z
7,s41597-020-0572-x,16.1,24.58,2020-07-13T00:00:00Z
8,s41597-020-00651-7,16.3,28.12,2020-09-28T00:00:00Z
9,s41597-020-0563-y,15.9,26.43,2020-07-08T00:00:00Z
10,s41597-020-00654-4,16.8,27.19,2020-09-23T00:00:00Z
11,s41597-020-0570-z,16.7,23.84,2020-07-13T00:00:00Z
12,s41597-020-0547-y,15.5,29.15,2020-07-03T00:00:00Z
13,s41597-020-0564-x,21.9,28.89,2020-07-08T00:00:00Z
14,s41597-020-00575-2,18.1,25.41,2020-07-08T00:00:00Z
15,s41597-020-0571-y,16.7,27.01,2020-07-13T00:00:00Z
16,s41597-020-00650-8,17.3,28.3,2020-09-28T00:00:00Z
17,s41597-020-0555-y,17.5,28.58,2020-07-06T00:00:00Z
18,s41439-020-0099-x,17.0,27.54,2020-04-20T00:00:00Z
19,s41597-020-0539-y,15.8,27.24,2020-06-22T00:00:00Z
20,s41597-020-00632-w,17.4,56.02,2020-08-28T00:00:00Z
21,s41597-020-0537-0,17.3,31.01,2020-06-19T00:00:00Z
22,s41599-020-00559-y,20.4,50.71,2020-08-28T00:00:00Z
23,s41597-020-00628-6,17.2,25.0,2020-09-22T00:00:00Z
24,s41597-020-0535-2,16.4,25.56,2020-06-19T00:00:00Z
25,s41597-020-0542-3,17.2,28.12,2020-06-29T00:00:00Z
26,s41597-020-0545-0,18.5,26.15,2020-06-24T00:00:00Z
27,s41597-020-0540-5,15.5,29.44,2020-06-24T00:00:00Z
28,s41597-020-00648-2,15.6,25.63,2020-09-22T00:00:00Z
29,s41597-020-0527-2,15.0,27.71,2020-06-19T00:00:00Z
30,s41407-020-0436-4,18.2,21.59,2020-10-16T00:00:00Z
31,s41407-020-0431-9,20.1,23.61,2020-10-16T00:00:00Z
0,s41597-020-00776-9,17.0,20.83,2020-12-15T00:00:00Z
1,s41597-020-00774-x,18.0,27.77,2020-12-15T00:00:00Z
2,s41597-020-00737-2,15.6,23.42,2020-11-23T00:00:00Z
3,s41597-020-00775-w,19.6,34.9,2020-12-15T00:00:00Z
4,s41599-020-00636-2,22.0,32.54,2020-11-06T00:00:00Z
5,s41599-020-00547-2,16.4,22.97,2020-07-31T00:00:00Z
6,s41438-020-0338-9,16.9,27.89,2020-08-01T00:00:00Z
7,s41407-020-0479-6,17.8,21.99,2020-11-20T00:00:00Z
8,s41599-020-00631-7,21.0,20.08,2020-11-04T00:00:00Z
9,s41599-020-00627-3,18.2,27.21,2020-11-04T00:00:00Z
10,s41599-020-00634-4,20.3,33.01,2020-11-04T00:00:00Z
11,s41599-020-00618-4,18.9,19.32,2020-11-04T00:00:00Z
12,s41599-020-00613-9,15.4,24.76,2020-11-04T00:00:00Z
13,s41599-020-00628-2,28.2,41.02,2020-11-05T00:00:00Z
14,s41599-020-00635-3,19.0,31.26,2020-11-04T00:00:00Z
15,s41599-020-00630-8,17.7,26.68,2020-11-05T00:00:00Z
16,s41599-020-00638-0,19.2,30.86,2020-11-04T00:00:00Z
17,s41599-020-00640-6,19.9,27.73,2020-11-05T00:00:00Z
18,s41599-020-0514-4,19.1,26.22,2020-07-14T00:00:00Z
19,s41597-020-00740-7,16.6,22.68,2020-11-19T00:00:00Z
20,s41597-020-00746-1,15.8,24.41,2020-11-18T00:00:00Z
21,s41597-020-00754-1,16.5,26.38,2020-11-20T00:00:00Z
22,s41597-020-00742-5,16.0,25.8,2020-11-18T00:00:00Z
23,s41597-020-00738-1,15.7,25.86,2020-11-19T00:00:00Z
24,s41438-020-00410-0,17.5,26.67,2020-11-01T00:00:00Z
25,s41438-020-00396-9,15.4,25.16,2020-11-01T00:00:00Z
26,s41438-020-00403-z,17.4,26.79,2020-11-01T00:00:00Z
27,s41438-020-00408-8,16.1,25.4,2020-11-01T00:00:00Z
28,s41438-020-00394-x,16.0,26.56,2020-11-01T00:00:00Z
29,s41438-020-00406-w,16.5,26.03,2020-11-01T00:00:00Z
30,s41438-020-00413-x,15.9,26.27,2020-11-01T00:00:00Z
31,s41438-020-00404-y,17.2,27.72,2020-11-01T00:00:00Z
0,s41599-020-0496-2,23.8,45.17,2020-06-17T00:00:00Z
1,s41599-020-0502-8,19.3,27.1,2020-06-17T00:00:00Z
2,s41599-020-0492-6,20.8,37.76,2020-06-17T00:00:00Z
3,s41597-020-00722-9,15.2,26.78,2020-11-11T00:00:00Z
4,s41597-020-00718-5,17.0,22.45,2020-11-11T00:00:00Z
5,s41597-020-00725-6,16.3,24.29,2020-11-11T00:00:00Z
6,s41597-020-00719-4,18.3,28.53,2020-11-09T00:00:00Z
7,s41599-020-00622-8,17.8,29.93,2020-10-21T00:00:00Z
8,s41599-020-00620-w,16.3,28.3,2020-10-20T00:00:00Z
9,s41599-020-00611-x,18.9,27.5,2020-10-21T00:00:00Z
10,s41599-020-00621-9,18.6,19.73,2020-10-21T00:00:00Z
11,s41599-020-00617-5,18.2,31.67,2020-10-19T00:00:00Z
12,s41439-020-0106-2,17.5,26.79,2020-05-29T00:00:00Z
13,s41597-020-00763-0,16.2,24.35,2020-12-04T00:00:00Z
14,s41599-020-00615-7,19.1,28.08,2020-10-15T00:00:00Z
15,s41599-020-00609-5,14.6,17.46,2020-10-14T00:00:00Z
16,s41599-020-00619-3,18.2,26.28,2020-10-14T00:00:00Z
17,s41439-020-0101-7,16.3,26.96,2020-05-11T00:00:00Z
18,s41597-020-0484-9,19.4,32.4,2020-05-11T00:00:00Z
19,s41597-020-00764-z,14.2,24.8,2020-12-01T00:00:00Z
20,s41597-020-00762-1,18.2,29.34,2020-12-01T00:00:00Z
21,s41597-020-00759-w,18.6,57.0,2020-11-23T00:00:00Z
22,s41597-020-00679-9,17.5,29.1,2020-10-12T00:00:00Z
23,s41438-020-00401-1,17.6,28.93,2020-10-13T00:00:00Z
24,s41599-020-00616-6,17.6,26.8,2020-10-12T00:00:00Z
25,s41597-020-00760-3,19.2,29.81,2020-11-30T00:00:00Z
26,s41599-020-00608-6,18.0,30.68,2020-10-07T00:00:00Z
27,s41599-020-00606-8,20.3,28.72,2020-10-08T00:00:00Z
28,s41599-020-00607-7,21.8,28.02,2020-10-07T00:00:00Z
29,s41599-020-00614-8,16.7,18.22,2020-10-07T00:00:00Z
30,s41438-020-00393-y,15.5,24.93,2020-10-08T00:00:00Z
0,s41597-020-00599-8,16.5,28.46,2020-08-05T00:00:00Z
1,s41438-020-0303-7,15.4,25.68,2020-06-01T00:00:00Z
2,s41597-020-00592-1,18.4,29.75,2020-08-04T00:00:00Z
3,s41597-020-0423-9,15.5,25.39,2020-03-10T00:00:00Z
4,s41438-020-0298-0,16.7,25.16,2020-06-01T00:00:00Z
5,s41438-020-0310-8,14.9,25.67,2020-06-01T00:00:00Z
6,s41438-020-0318-0,16.5,26.85,2020-06-01T00:00:00Z
7,s41597-020-00597-w,16.3,25.22,2020-08-05T00:00:00Z
8,s41597-020-0419-5,15.4,26.14,2020-03-09T00:00:00Z
9,s41438-020-0306-4,15.7,25.69,2020-06-01T00:00:00Z
10,s41597-020-0426-6,18.4,25.69,2020-03-12T00:00:00Z
11,s41438-020-0293-5,15.7,26.09,2020-06-01T00:00:00Z
12,s41597-020-0433-7,13.7,19.94,2020-03-20T00:00:00Z
13,s41438-020-0301-9,20.3,38.21,2020-06-01T00:00:00Z
14,s41438-020-0309-1,16.5,28.7,2020-06-01T00:00:00Z
15,s41439-020-0091-5,16.8,24.24,2020-03-05T00:00:00Z
16,s41597-020-0440-8,16.2,23.02,2020-03-23T00:00:00Z
17,s41438-020-0316-2,14.9,24.11,2020-06-01T00:00:00Z
18,s41597-020-00595-y,17.4,28.59,2020-08-05T00:00:00Z
19,s41597-020-00602-2,17.4,27.71,2020-08-06T00:00:00Z
20,s41438-020-0311-7,16.9,27.89,2020-06-01T00:00:00Z
21,s41597-020-0431-9,17.6,26.16,2020-03-17T00:00:00Z
22,s41438-020-0307-3,16.1,26.27,2020-06-01T00:00:00Z
23,s41438-020-0314-4,16.7,28.52,2020-06-01T00:00:00Z
24,s41438-020-0302-8,16.0,27.37,2020-06-01T00:00:00Z
25,s41597-020-00605-z,14.3,26.65,2020-08-11T00:00:00Z
26,s41438-020-0297-1,15.2,25.8,2020-06-01T00:00:00Z
27,s41597-020-00596-x,15.2,25.74,2020-08-05T00:00:00Z
28,s41438-020-0305-5,17.6,27.94,2020-06-01T00:00:00Z
29,s41597-020-0425-7,15.4,24.52,2020-03-09T00:00:00Z
0,s41893-020-0578-6,18.1,50.08,2020-07-20T00:00:00Z
1,s41929-020-00535-4,21.9,41.57,2020-12-14T00:00:00Z
2,s42254-020-00269-z,23.6,40.72,2020-12-25T00:00:00Z
3,s41929-020-00539-0,16.8,26.27,2020-11-30T00:00:00Z
4,s41929-020-00533-6,16.8,27.48,2020-11-16T00:00:00Z
5,s42254-020-00270-6,21.1,38.39,2020-12-11T00:00:00Z
6,s42254-020-00274-2,27.1,60.09,2020-12-21T00:00:00Z
7,s41929-020-00530-9,16.3,29.66,2020-11-09T00:00:00Z
8,s42256-020-00263-1,15.8,28.69,2020-11-30T00:00:00Z
9,s41928-020-00524-2,23.7,50.09,2020-12-14T00:00:00Z
10,s42255-020-00335-x,17.4,57.93,2020-12-18T00:00:00Z
11,s42256-020-00253-3,16.4,57.36,2020-11-12T00:00:00Z
12,s41929-020-00523-8,16.8,29.5,2020-10-19T00:00:00Z
13,s42254-020-00271-5,19.4,34.22,2020-12-14T00:00:00Z
14,s41929-020-00561-2,26.1,76.16,2020-12-14T00:00:00Z
15,s42256-020-0206-1,21.0,63.73,2020-08-12T00:00:00Z
16,s42256-020-00254-2,16.4,57.36,2020-11-12T00:00:00Z
17,s42256-020-00252-4,16.4,57.36,2020-11-12T00:00:00Z
18,s41929-020-00546-1,17.2,26.73,2020-11-30T00:00:00Z
19,s41929-020-00514-9,16.6,32.34,2020-09-28T00:00:00Z
20,s42256-020-00251-5,19.0,56.67,2020-11-12T00:00:00Z
0,s41598-020-76961-y,17.9,30.85,2020-11-12T00:00:00Z
1,s41598-020-76471-x,15.6,26.21,2020-11-12T00:00:00Z
2,s41598-020-76476-6,18.0,31.02,2020-11-12T00:00:00Z
3,s41598-020-75681-7,15.1,27.13,2020-11-13T00:00:00Z
4,s41598-020-76742-7,18.3,32.98,2020-11-12T00:00:00Z
5,s41598-020-76233-9,17.6,25.0,2020-11-12T00:00:00Z
6,s41598-020-76889-3,16.6,26.84,2020-11-12T00:00:00Z
7,s41598-020-76311-y,16.0,25.8,2020-11-12T00:00:00Z
8,s41598-020-75481-z,14.5,24.47,2020-11-12T00:00:00Z
9,s41598-020-76646-6,17.8,26.55,2020-11-12T00:00:00Z
10,s41598-020-76764-1,18.4,34.32,2020-11-12T00:00:00Z
11,s41598-020-76618-w,16.3,28.17,2020-11-12T00:00:00Z
12,s41598-020-76851-3,16.4,29.16,2020-11-12T00:00:00Z
13,s41598-020-76554-9,21.1,27.55,2020-11-13T00:00:00Z
14,s41598-020-76597-y,16.4,27.3,2020-11-12T00:00:00Z
15,s41598-020-76632-y,15.8,29.21,2020-11-12T00:00:00Z
16,s41598-020-76842-4,18.2,27.14,2020-11-12T00:00:00Z
17,s41598-020-76861-1,17.4,26.79,2020-11-13T00:00:00Z
18,s41598-020-76875-9,17.8,26.45,2020-11-12T00:00:00Z
19,s41598-020-76682-2,14.4,22.67,2020-11-12T00:00:00Z
20,s41598-020-76795-8,18.8,32.94,2020-11-12T00:00:00Z
21,s41598-020-76767-y,13.7,22.9,2020-11-12T00:00:00Z
22,s41598-020-76687-x,14.8,26.73,2020-11-12T00:00:00Z
23,s41598-020-76722-x,17.8,30.03,2020-11-12T00:00:00Z
24,s41598-020-76416-4,18.9,29.17,2020-11-12T00:00:00Z
25,s41598-020-75013-9,16.1,26.56,2020-11-12T00:00:00Z
26,s41598-020-76798-5,16.3,26.84,2020-11-12T00:00:00Z
27,s41598-020-76833-5,19.1,30.56,2020-11-13T00:00:00Z
28,s41598-020-76753-4,17.0,25.74,2020-11-12T00:00:00Z
29,s41598-020-76395-6,17.0,27.08,2020-11-12T00:00:00Z
30,s41598-020-76840-6,16.6,27.42,2020-11-12T00:00:00Z
31,s41598-020-76760-5,16.0,25.28,2020-11-12T00:00:00Z
0,s41598-020-76297-7,17.0,32.05,2020-11-09T00:00:00Z
1,s41598-020-76643-9,16.5,28.06,2020-11-10T00:00:00Z
2,s41598-020-76450-2,16.4,27.25,2020-11-10T00:00:00Z
3,s41598-020-76563-8,17.6,28.87,2020-11-09T00:00:00Z
4,s41598-020-76719-6,16.5,28.41,2020-11-11T00:00:00Z
5,s41598-020-76427-1,18.9,28.71,2020-11-10T00:00:00Z
6,s41598-020-76132-z,16.8,27.6,2020-11-11T00:00:00Z
7,s41408-020-00382-3,16.7,26.39,2020-11-09T00:00:00Z
8,s41598-020-76156-5,18.1,27.14,2020-11-10T00:00:00Z
9,s41598-020-75206-2,16.4,26.2,2020-11-11T00:00:00Z
10,s41598-020-76540-1,17.8,33.5,2020-11-09T00:00:00Z
11,s41598-020-74232-4,16.4,28.06,2020-11-09T00:00:00Z
12,s41598-020-74515-w,15.6,27.12,2020-11-10T00:00:00Z
13,s41598-020-76330-9,17.4,29.57,2020-11-11T00:00:00Z
14,s41598-020-75098-2,17.8,26.8,2020-11-10T00:00:00Z
15,s41598-020-76250-8,15.8,26.85,2020-11-10T00:00:00Z
16,s41598-020-76489-1,17.1,27.59,2020-11-09T00:00:00Z
17,s41558-020-0864-3,15.5,28.97,2020-08-24T00:00:00Z
18,s41598-020-76345-2,17.7,27.32,2020-11-09T00:00:00Z
19,s41598-020-76557-6,15.8,25.98,2020-11-10T00:00:00Z
20,s41598-020-76595-0,17.1,27.2,2020-11-10T00:00:00Z
21,s41598-020-76333-6,18.8,32.58,2020-11-11T00:00:00Z
22,s41598-020-76663-5,18.7,29.93,2020-11-10T00:00:00Z
23,s41598-020-76352-3,17.2,27.14,2020-11-09T00:00:00Z
24,s41598-020-76651-9,16.1,28.86,2020-11-11T00:00:00Z
25,s41598-020-74202-w,15.6,27.29,2020-11-09T00:00:00Z
26,s41598-020-75789-w,16.1,30.6,2020-11-11T00:00:00Z
27,s41598-020-76487-3,15.3,28.97,2020-11-10T00:00:00Z
28,s41598-020-75600-w,16.0,24.58,2020-11-09T00:00:00Z
29,s41598-020-76216-w,17.6,27.94,2020-11-09T00:00:00Z
30,s41598-020-76419-1,15.8,28.88,2020-11-09T00:00:00Z
31,s41598-020-76430-6,15.5,21.05,2020-11-10T00:00:00Z
0,s41524-020-00385-5,18.2,25.81,2020-08-06T00:00:00Z
1,s41420-020-00308-9,17.9,29.33,2020-08-08T00:00:00Z
2,s41405-020-0040-x,15.8,24.58,2020-08-11T00:00:00Z
3,s41524-020-00369-5,17.4,30.44,2020-08-05T00:00:00Z
4,s41420-020-00301-2,18.9,29.75,2020-08-05T00:00:00Z
5,s41523-020-00176-7,15.9,26.03,2020-08-07T00:00:00Z
6,s41524-020-00350-2,15.2,24.17,2020-08-03T00:00:00Z
7,s41534-020-00293-y,15.4,24.81,2020-08-03T00:00:00Z
8,s41524-020-00379-3,17.4,29.51,2020-08-05T00:00:00Z
9,s41378-020-0173-z,18.1,33.04,2020-08-10T00:00:00Z
10,s41420-020-00309-8,19.0,28.59,2020-08-11T00:00:00Z
11,s41421-020-00193-7,16.4,29.28,2020-08-10T00:00:00Z
12,s41421-020-0182-y,16.3,27.94,2020-08-11T00:00:00Z
13,s41534-020-00296-9,16.0,28.98,2020-08-07T00:00:00Z
14,s41534-020-00294-x,16.5,31.0,2020-08-06T00:00:00Z
15,s41540-020-00142-w,17.7,29.1,2020-08-04T00:00:00Z
16,s41522-020-00140-0,17.3,27.47,2020-08-06T00:00:00Z
17,s41420-020-00298-8,16.8,28.12,2020-08-10T00:00:00Z
18,s41405-020-0043-7,16.7,26.61,2020-08-11T00:00:00Z
19,s41526-020-00110-y,15.8,26.37,2020-08-10T00:00:00Z
20,s41421-020-0184-9,17.0,26.61,2020-08-04T00:00:00Z
21,s41524-020-00382-8,15.7,26.66,2020-08-04T00:00:00Z
22,s41523-020-0172-0,17.8,26.39,2020-08-07T00:00:00Z
23,s41572-020-0168-y,23.2,21.88,2020-04-23T00:00:00Z
24,s41534-020-00295-w,15.8,30.6,2020-07-29T00:00:00Z
25,s41378-020-0170-2,18.9,30.78,2020-07-27T00:00:00Z
26,s41526-020-00109-5,15.4,25.62,2020-07-31T00:00:00Z
27,s41524-020-00376-6,16.4,27.77,2020-07-29T00:00:00Z
0,s43247-020-00026-1,16.8,31.7,2020-10-15T00:00:00Z
1,s43247-020-00029-y,15.9,25.69,2020-10-16T00:00:00Z
2,s43246-020-00053-7,21.0,58.45,2020-07-28T00:00:00Z
3,s43018-019-0002-1,23.6,42.27,2020-01-13T00:00:00Z
4,s43018-019-0005-y,22.4,26.52,2020-01-20T00:00:00Z
5,s43018-020-0067-x,19.1,23.62,2020-05-22T00:00:00Z
6,s43246-020-00049-3,21.0,58.45,2020-07-15T00:00:00Z
7,s43018-020-0043-5,22.4,30.74,2020-03-20T00:00:00Z
0,s40494-020-00432-w,16.7,27.48,2020-09-02T00:00:00Z
1,s40494-020-00430-y,18.5,29.22,2020-09-03T00:00:00Z
2,s41413-020-00106-0,16.3,27.07,2020-09-02T00:00:00Z
3,s40494-020-00433-9,17.6,26.45,2020-09-01T00:00:00Z
4,s40494-020-00466-0,17.9,28.42,2020-11-30T00:00:00Z
5,s40494-020-00428-6,16.8,28.3,2020-08-26T00:00:00Z
6,s40494-020-00431-x,20.1,32.54,2020-08-24T00:00:00Z
7,s40494-020-00423-x,16.1,30.2,2020-08-12T00:00:00Z
8,s41413-020-0104-5,17.3,29.15,2020-08-12T00:00:00Z
9,s40494-019-0347-x,18.9,29.87,2020-01-06T00:00:00Z
10,s40494-020-00427-7,17.7,21.87,2020-08-18T00:00:00Z
11,s40494-020-00420-0,14.7,20.13,2020-08-05T00:00:00Z
12,s40494-020-00425-9,17.0,27.43,2020-08-04T00:00:00Z
13,s40494-020-00419-7,15.0,17.98,2020-08-08T00:00:00Z
14,s40494-020-00426-8,17.4,26.68,2020-08-10T00:00:00Z
15,s40494-020-00424-w,18.1,28.65,2020-08-08T00:00:00Z
16,s40494-020-00418-8,19.7,31.32,2020-07-24T00:00:00Z
17,s40494-020-00417-9,17.7,26.74,2020-07-31T00:00:00Z
18,s40494-020-00416-w,33.0,56.88,2020-07-14T00:00:00Z
19,s41413-020-0103-6,16.7,26.55,2020-07-22T00:00:00Z
20,s40494-020-00408-w,16.5,25.4,2020-07-17T00:00:00Z
21,s40494-020-00415-x,18.4,29.11,2020-07-16T00:00:00Z
22,s40494-020-00399-8,20.6,28.78,2020-07-22T00:00:00Z
23,s40494-020-00413-z,16.4,23.96,2020-07-09T00:00:00Z
24,s40494-020-00411-1,18.2,31.89,2020-07-06T00:00:00Z
25,s40494-020-00407-x,16.6,26.39,2020-07-02T00:00:00Z
26,s40494-020-00412-0,16.2,27.25,2020-07-08T00:00:00Z
27,s40494-020-00410-2,18.3,25.18,2020-07-04T00:00:00Z
28,s41413-020-00114-0,16.3,54.1,2020-10-06T00:00:00Z
29,s41413-020-0102-7,15.8,28.11,2020-07-01T00:00:00Z
30,s40494-020-00406-y,16.0,26.21,2020-06-26T00:00:00Z
31,s40494-020-00409-9,16.6,27.2,2020-06-24T00:00:00Z
32,s41413-020-0101-8,17.4,26.15,2020-07-01T00:00:00Z
0,s42005-020-00490-3,15.6,29.96,2020-12-07T00:00:00Z
1,s42005-020-00493-0,15.9,25.4,2020-12-07T00:00:00Z
2,s42003-020-01460-9,17.1,26.21,2020-12-08T00:00:00Z
3,s41612-020-00153-8,15.6,26.09,2020-12-07T00:00:00Z
4,s42005-020-00491-2,16.7,26.61,2020-12-08T00:00:00Z
5,s42004-020-00430-w,16.3,27.36,2020-12-07T00:00:00Z
6,s42003-020-01466-3,17.6,28.99,2020-12-07T00:00:00Z
7,s42003-020-01473-4,17.9,30.9,2020-12-07T00:00:00Z
8,s42004-020-00387-w,18.6,32.06,2020-10-16T00:00:00Z
9,s42003-020-01325-1,17.4,24.13,2020-10-16T00:00:00Z
10,s42254-020-00257-3,14.0,23.48,2020-11-12T00:00:00Z
11,s41929-020-00527-4,18.1,28.7,2020-10-26T00:00:00Z
12,s41929-020-0496-z,18.0,28.88,2020-08-24T00:00:00Z
13,s41928-020-0462-4,18.6,55.55,2020-07-24T00:00:00Z
14,s41893-020-0594-6,18.6,56.48,2020-07-27T00:00:00Z
15,s41893-020-0574-x,17.9,29.91,2020-07-20T00:00:00Z
16,s42004-020-00384-z,17.5,28.81,2020-10-09T00:00:00Z
17,s41893-020-0539-0,17.5,27.48,2020-05-25T00:00:00Z
18,s42005-020-00492-1,16.8,26.85,2020-12-04T00:00:00Z
19,s42003-020-01455-6,17.0,29.46,2020-12-03T00:00:00Z
20,s42003-020-01474-3,16.8,28.64,2020-12-03T00:00:00Z
21,s42003-020-01462-7,15.8,28.98,2020-12-04T00:00:00Z
22,s42003-020-01406-1,16.9,24.01,2020-12-03T00:00:00Z
23,s42003-020-01458-3,16.1,29.44,2020-12-03T00:00:00Z
24,s42003-020-01472-5,18.9,30.2,2020-12-04T00:00:00Z
25,s42003-020-01468-1,17.7,28.99,2020-12-04T00:00:00Z
26,s41929-020-0473-6,17.9,34.37,2020-07-06T00:00:00Z
0,s41534-020-00307-9,16.4,30.3,2020-09-08T00:00:00Z
1,s41378-020-0179-6,16.0,27.3,2020-09-07T00:00:00Z
2,s41420-020-00318-7,18.6,27.95,2020-09-10T00:00:00Z
3,s41378-020-0180-0,18.2,28.88,2020-09-07T00:00:00Z
4,s41523-020-00181-w,17.0,27.6,2020-09-07T00:00:00Z
5,s41523-020-00186-5,16.6,25.34,2020-09-07T00:00:00Z
6,s41537-020-00113-4,17.2,26.73,2020-09-04T00:00:00Z
7,s41378-020-00184-4,17.7,28.93,2020-09-07T00:00:00Z
8,s41378-020-00189-z,17.2,26.5,2020-09-07T00:00:00Z
9,s41523-020-00184-7,17.4,27.6,2020-09-07T00:00:00Z
10,s41534-020-00308-8,16.0,28.52,2020-09-08T00:00:00Z
11,s41378-020-00191-5,17.2,32.69,2020-09-07T00:00:00Z
12,s41420-020-00314-x,16.0,25.34,2020-09-10T00:00:00Z
13,s41599-020-0432-5,15.5,19.14,2020-03-27T00:00:00Z
14,s41537-020-00114-3,16.5,28.12,2020-09-07T00:00:00Z
15,s41524-020-00394-4,16.7,29.26,2020-09-08T00:00:00Z
16,s41526-020-00115-7,15.4,25.56,2020-09-08T00:00:00Z
17,s41421-020-00194-6,16.3,27.94,2020-09-08T00:00:00Z
18,s41420-020-00317-8,16.4,24.12,2020-09-10T00:00:00Z
19,s41523-020-00185-6,16.5,27.83,2020-09-10T00:00:00Z
20,s41420-020-00315-w,17.5,27.95,2020-09-06T00:00:00Z
21,s41522-020-00160-w,16.5,27.77,2020-12-02T00:00:00Z
22,s41572-020-0174-0,12.7,27.23,2020-04-16T00:00:00Z
23,s41572-020-0167-z,18.2,28.42,2020-04-23T00:00:00Z
24,s41572-020-0175-z,15.7,20.48,2020-04-23T00:00:00Z
25,s41421-020-00190-w,17.0,27.19,2020-09-01T00:00:00Z
26,s41599-020-0417-4,20.4,25.24,2020-03-17T00:00:00Z
0,s41551-020-00642-4,17.0,29.79,2020-10-29T00:00:00Z
1,s41893-020-00659-2,18.1,28.35,2020-12-14T00:00:00Z
2,s41893-020-00652-9,17.9,26.84,2020-12-14T00:00:00Z
3,s41551-020-00637-1,18.5,32.06,2020-11-06T00:00:00Z
4,s41529-020-00143-4,15.4,25.22,2020-12-07T00:00:00Z
5,s41699-020-00177-x,15.8,27.37,2020-12-07T00:00:00Z
6,s41562-020-01000-9,15.9,26.44,2020-11-09T00:00:00Z
7,s41551-020-00663-z,19.1,24.02,2020-12-08T00:00:00Z
8,s41893-020-00647-6,16.2,25.22,2020-12-07T00:00:00Z
9,s41551-020-00659-9,17.0,30.27,2020-12-08T00:00:00Z
10,s41893-020-00657-4,19.1,32.99,2020-12-07T00:00:00Z
11,s41562-020-00977-7,17.0,27.48,2020-11-02T00:00:00Z
12,s41559-020-01299-7,17.0,27.43,2020-10-19T00:00:00Z
13,s41551-020-00653-1,20.0,55.16,2020-11-02T00:00:00Z
14,s41562-020-00994-6,17.3,31.01,2020-10-29T00:00:00Z
15,s41559-020-01362-3,15.5,13.52,2020-11-25T00:00:00Z
16,s41551-020-00664-y,20.0,54.7,2020-11-24T00:00:00Z
17,s41559-020-01315-w,18.9,32.92,2020-10-12T00:00:00Z
18,s41698-020-00135-2,18.0,26.04,2020-12-01T00:00:00Z
19,s41562-020-00951-3,15.6,24.53,2020-10-12T00:00:00Z
20,s41893-020-00646-7,17.5,27.83,2020-12-07T00:00:00Z
21,s41893-020-00645-8,16.7,27.77,2020-12-07T00:00:00Z
22,s41893-020-00648-5,18.5,28.3,2020-12-07T00:00:00Z
23,s41551-020-00651-3,21.2,56.96,2020-10-27T00:00:00Z
24,s41559-020-01350-7,15.2,24.82,2020-12-01T00:00:00Z
25,s41893-020-00611-4,15.6,57.26,2020-09-21T00:00:00Z
26,s41551-020-00612-w,18.4,27.48,2020-10-22T00:00:00Z
27,s41551-020-00619-3,16.4,27.13,2020-10-05T00:00:00Z
28,s41562-020-00969-7,19.2,30.33,2020-10-06T00:00:00Z
29,s41551-020-00670-0,21.3,39.21,2020-12-08T00:00:00Z
30,s41550-020-01260-5,14.6,16.6,2020-12-08T00:00:00Z
0,s42003-020-01244-1,18.4,26.39,2020-09-18T00:00:00Z
1,s42003-020-01252-1,15.7,29.21,2020-09-21T00:00:00Z
2,s41893-020-0566-x,19.6,32.12,2020-07-13T00:00:00Z
3,s41893-020-0559-9,17.4,25.57,2020-07-06T00:00:00Z
4,s41928-020-00483-8,16.1,19.08,2020-09-18T00:00:00Z
5,s41893-020-0535-4,15.4,22.9,2020-05-11T00:00:00Z
6,s42005-020-00478-z,15.3,24.46,2020-11-23T00:00:00Z
7,s42003-020-01413-2,16.7,28.0,2020-11-25T00:00:00Z
8,s41893-020-0529-2,17.7,29.1,2020-05-11T00:00:00Z
9,s42003-020-01425-y,16.3,27.01,2020-11-23T00:00:00Z
10,s42003-020-01437-8,17.5,30.26,2020-11-23T00:00:00Z
11,s41893-020-0531-8,17.4,27.02,2020-05-18T00:00:00Z
12,s42003-020-01430-1,15.7,25.74,2020-11-25T00:00:00Z
13,s42003-020-01470-7,17.5,26.32,2020-11-23T00:00:00Z
14,s42003-020-01428-9,16.1,29.27,2020-11-25T00:00:00Z
15,s41612-020-00151-w,15.4,24.93,2020-11-23T00:00:00Z
16,s41612-020-00144-9,17.3,29.91,2020-11-23T00:00:00Z
17,s41893-020-0537-2,16.8,24.88,2020-05-18T00:00:00Z
18,s42003-020-01398-y,17.8,28.81,2020-11-25T00:00:00Z
19,s42003-020-01438-7,15.6,24.53,2020-11-25T00:00:00Z
20,s42003-020-01396-0,15.3,25.56,2020-11-25T00:00:00Z
21,s42004-020-00375-0,15.1,25.85,2020-09-16T00:00:00Z
22,s42004-020-00373-2,17.3,31.82,2020-09-11T00:00:00Z
